year	player	age	g	mp	per	ts	3par	ftr	orb	drb	trb	ast	stl	blk	tov	usg	ows	dws	ws	ws_48	obpm	dbpm	bpm	vorp	game_win	mvp_label
1987	Walker Russell	26	48	511	9.5	0.433	0.097	0.224	3.8	8.1	5.9	34.1	1.9	0.6	24.9	19.7	-0.7	0.5	-0.2	-0.018	-3.9	-1.3	-5.1	-0.4	41	0
1987	Stuart Gray	23	55	456	8	0.465	0	0.386	9.2	22	15.5	7.3	1.1	3.7	23.4	14.1	-0.4	0.8	0.4	0.037	-5.2	2	-3.2	-0.1	41	0
1987	Michael Brooks	28	10	148	6.4	0.399	0	0.27	6.5	14.3	10.3	9.5	3	0	21	14.8	-0.2	0.2	0	-0.007	-5	1.6	-3.3	0	41	0
1987	Greg Dreiling	24	24	128	8.6	0.497	0	0.324	10.1	27	18.4	7.4	0.8	0.9	14.2	16.1	0	0.2	0.2	0.093	-3.8	-0.5	-4.3	-0.1	41	0
1987	Clark Kellogg	25	4	60	10.2	0.421	0.091	0.182	12.5	7.4	10	13.6	4	0	14.4	19.3	0	0.1	0.1	0.045	-1.2	1.3	0.1	0	41	0
1987	Pete Verhoeven	27	5	44	5.2	0.357	0	0	4.9	12.6	8.7	6	2.2	1.4	0	13.3	0	0.1	0	0.04	-4.8	0.5	-4.4	0	41	0
1987	Michael Cage	25	80	2922	17.1	0.579	0.003	0.532	12.4	23.1	17.3	6.6	1.6	1.3	13.6	17.1	4.8	2.4	7.2	0.119	0.3	0.5	0.8	2.1	12	0
1987	Benoit Benjamin	22	72	2230	12.6	0.5	0.003	0.369	6.1	24.1	14.4	8.7	1.3	4.8	18.2	18.1	-1.3	2.4	1.1	0.024	-4.1	2.2	-1.9	0.1	12	0
1987	Mike Woodson	28	74	2126	13.9	0.502	0.109	0.257	3.3	5.3	4.2	15.2	2.2	0.4	11.8	26.7	0.2	0.7	0.9	0.021	-0.6	-2.3	-2.9	-0.5	12	0
1987	Darnell Valentine	27	65	1759	14.5	0.478	0.083	0.298	2.2	7.6	4.7	37.3	3.1	0.3	18	21	0	1.1	1.1	0.029	-0.9	-1.6	-2.5	-0.2	12	0
1987	Larry Drew	28	60	1566	13.1	0.49	0.105	0.243	1.7	5.9	3.6	32.1	1.8	0.1	16.6	23.1	-0.2	0.4	0.1	0.004	-1.2	-3.2	-4.5	-1	12	0
1987	Rory White	27	68	1545	10.8	0.507	0.005	0.261	5.9	8	6.9	7.7	1.4	0.7	10.6	17.7	0.5	0.4	1	0.03	-2.3	-1.3	-3.6	-0.6	12	0
1987	Cedric Maxwell	31	35	1132	15.4	0.613	0	0.789	9.3	15.6	12.2	15.3	1.1	0.5	18.4	16.8	2	0.5	2.5	0.105	0.6	0	0.6	0.8	12	0
1987	Lancaster Gordon	24	70	1130	11.3	0.448	0.088	0.174	5.8	6.5	6.1	19.2	2.5	0.7	14.8	24.3	-1.3	0.5	-0.8	-0.033	-2.4	-1.5	-4	-0.6	12	0
1987	Tim Kempton	23	66	936	10.2	0.543	0.005	0.665	7.6	15.8	11.4	7.7	1.9	0.7	15.5	13.4	0.7	0.6	1.3	0.066	-2.6	-0.2	-2.8	-0.2	12	0
1987	Quintin Dailey	26	49	924	11.8	0.465	0.02	0.316	3.8	6.3	4.9	13.8	2.2	0.5	11.3	27.2	-0.6	0.4	-0.3	-0.014	-2.9	-2.6	-5.5	-0.8	12	0
1987	Earl Cureton	29	35	868	12.5	0.504	0.004	0.338	11.6	17.3	14.2	8.5	1	2	11.5	13.9	0.7	0.5	1.2	0.064	-1.5	0.4	-1.1	0.2	12	0
1987	Kenny Fields	24	44	861	11.9	0.497	0.035	0.259	7.5	11.5	9.3	10.6	1.7	0.7	11.9	20.1	0.3	0.4	0.7	0.037	-1.9	-1.2	-3.1	-0.2	12	0
1987	Kurt Nimphius	28	38	811	9.4	0.507	0.012	0.349	7.3	11	9	3.2	0.9	2.9	13.9	16.6	-0.1	0.4	0.3	0.017	-3.8	-0.7	-4.6	-0.5	12	0
1987	Geoff Huston	29	19	428	9	0.474	0.017	0.281	1.4	3.1	2.2	33.3	1.5	0	24.9	16.8	-0.4	0	-0.4	-0.04	-4.8	-4.2	-9	-0.8	12	0
1987	Marques Johnson	30	10	302	14	0.478	0.039	0.271	3	9.5	6	15.2	1.9	0.9	8.9	25.1	0	0.1	0.1	0.022	-1.7	-2	-3.7	-0.1	12	0
1987	Steffond Johnson	24	29	234	4.7	0.458	0.047	0.594	6.5	14.2	10.1	3	1.8	0.5	18.2	16.8	-0.3	0.1	-0.2	-0.037	-6	-1.7	-7.8	-0.3	12	0
1987	Dwayne Polee	23	1	6	-11.4	0.25	0.75	0	0	0	0	0	7.8	0	20	33.2	-0.1	0	0	-0.397	-10.4	-1.5	-11.8	0	12	0
1987	Magic Johnson	27	80	2904	27	0.602	0.03	0.482	5	13.7	9.7	47.2	2.2	0.7	15.9	26.3	12.1	3.8	15.9	0.263	7.2	0.5	7.7	7.1	65	1
1987	James Worthy	25	82	2819	18.4	0.578	0.011	0.322	6.7	11.4	9.2	11.2	1.8	1.6	10.9	22.3	5.9	3.4	9.3	0.158	1.7	0.5	2.2	3	65	0
1987	Byron Scott	25	82	2729	16	0.561	0.131	0.221	2.8	8.5	5.8	13.8	2.2	0.4	10.4	20.6	4.8	2.9	7.7	0.136	1.4	-0.2	1.2	2.2	65	0
1987	Kareem Abdul-Jabbar	39	78	2441	17.9	0.597	0.003	0.345	7.4	15.8	11.9	11.6	0.9	2.2	14	22.1	4.5	3	7.5	0.148	1.2	0.4	1.6	2.2	65	0
1987	Michael Cooper	30	82	2253	14	0.536	0.314	0.201	3.1	9	6.3	20.6	1.6	1.1	11.3	16.3	3.8	2.3	6.1	0.131	1.4	-0.2	1.2	1.8	65	0
1987	A.C. Green	23	79	2240	15.7	0.599	0.009	0.48	11.2	18.8	15.3	4.6	1.5	2	12.5	14.7	4.3	3.3	7.6	0.163	0.6	1	1.6	2.1	65	0
1987	Kurt Rambis	28	78	1514	12.6	0.584	0	0.502	12.6	20.2	16.6	5	2.3	1.5	21.4	13	1.3	2.6	3.9	0.123	-0.6	1.7	1	1.2	65	0
1987	Billy Thompson	23	59	762	12.8	0.565	0.004	0.284	10.8	13.9	12.5	10.3	0.9	2.2	17.2	18.9	0.7	0.9	1.6	0.102	-0.6	0	-0.7	0.3	65	0
1987	Mychal Thompson	32	33	680	12.6	0.531	0.004	0.375	8.3	13.6	11.1	5.4	1	2.5	15.4	22.1	0.2	0.8	1	0.071	-2.5	-0.6	-3.2	-0.2	65	0
1987	Wes Matthews	27	50	532	11.7	0.513	0.016	0.193	2.9	6.6	4.9	24.1	2	0.4	20.1	19.4	0.1	0.5	0.6	0.054	-2.4	-1.6	-3.9	-0.3	65	0
1987	Frank Brickowski	27	37	404	10.2	0.609	0	0.628	11.8	14.7	13.4	3.6	1.6	0.6	17.2	14.6	0.6	0.5	1.1	0.127	-0.7	-0.7	-1.4	0.1	65	0
1987	Mike Smrek	24	35	233	5	0.535	0	0.417	6.7	10.7	8.8	2.6	0.8	3.1	21.1	15.7	-0.1	0.3	0.1	0.031	-4.3	-0.4	-4.8	-0.2	65	0
1987	Adrian Branch	23	32	219	18.8	0.576	0.021	0.563	12.6	14.2	13.5	10	3.5	0.8	16.7	26.6	0.4	0.4	0.7	0.158	0.6	-0.1	0.5	0.1	65	0
1987	Terry Cummings	25	82	2770	20.5	0.536	0.002	0.264	8.5	19.8	14.1	13.5	2.2	1.8	9.8	26.1	4.1	4.7	8.8	0.152	1.8	1.4	3.2	3.6	50	0
1987	Jack Sikma	31	82	2536	16	0.533	0.002	0.372	9	27.3	18	11.1	1.7	2.2	14	18.4	2.7	4.7	7.4	0.141	-0.5	2.5	2	2.5	50	0
1987	Ricky Pierce	27	79	2505	18.5	0.606	0.026	0.409	5.1	6.7	5.9	8.9	1.2	0.6	8.6	22.7	7.3	2.1	9.4	0.18	2.4	-1.2	1.2	2	50	0
1987	Craig Hodges	26	78	2147	11.9	0.567	0.334	0.216	2.5	4.8	3.6	15.4	1.7	0.2	14.2	16.6	2.4	1.9	4.3	0.095	0.8	-0.8	0	1.1	50	0
1987	Paul Pressey	28	61	2057	16.7	0.556	0.089	0.532	5.2	10.8	8	29.3	2.6	1.4	19.7	18.8	2.6	2.9	5.5	0.129	1.6	1.7	3.4	2.8	50	0
1987	Randy Breuer	26	76	1467	12.3	0.512	0	0.406	9.7	17	13.3	4.5	1.8	2.5	14.6	19.1	0.1	2.3	2.4	0.077	-2.5	0.8	-1.8	0.1	50	0
1987	John Lucas	33	43	1358	19.4	0.537	0.202	0.279	2.3	8	5.1	32.2	2.5	0.3	11.3	23.8	2.7	1.6	4.3	0.152	3.6	-0.9	2.7	1.6	50	0
1987	Sidney Moncrief	29	39	992	15.9	0.582	0.096	0.5	6.3	7.9	7.1	17.1	1.3	0.6	13.7	18.9	2	0.9	2.9	0.142	1.5	-0.4	1.1	0.8	50	0
1987	Jerry Reynolds	24	58	963	12.9	0.462	0.051	0.517	8.2	11.8	10	15.1	2.5	1.9	15.8	22.1	-0.5	1.4	0.9	0.046	-1.9	1.3	-0.6	0.3	50	0
1987	Dudley Bradley	29	68	900	10.3	0.444	0.235	0.272	3.8	8.9	6.3	9.3	5.6	0.5	12.5	12.4	-0.1	1.8	1.7	0.09	-1.5	3.4	1.9	0.9	50	0
1987	Paul Mokeski	30	62	626	7.4	0.477	0.008	0.496	7.9	16.7	12.3	4.4	1.4	1.3	12.3	11.7	0.2	0.8	1.1	0.081	-3.3	0.5	-2.8	-0.1	50	0
1987	Keith Smith	22	42	461	6	0.425	0.06	0.187	3.1	4.6	3.9	12.4	2.6	0.4	15.6	17.1	-0.5	0.5	0	-0.003	-4.1	-0.2	-4.4	-0.3	50	0
1987	Junior Bridgeman	33	34	418	11.1	0.487	0.035	0.117	3.7	10.2	6.9	12.2	1.1	0.3	7.7	19.1	0.2	0.4	0.6	0.069	-2.1	-1.6	-3.6	-0.2	50	0
1987	Scott Skiles	22	13	205	6.2	0.364	0.226	0.194	3.2	11	7.1	27.9	1.2	0.3	23.8	17.6	-0.4	0.2	-0.2	-0.05	-4.6	-0.9	-5.5	-0.2	50	0
1987	Marvin Webster	34	15	102	10.7	0.599	0.053	0.421	12.9	15.5	14.2	3.8	1.4	4.2	26.2	12.2	0	0.2	0.2	0.095	-2.3	1.8	-0.5	0	50	0
1987	Hank McDowell	27	7	70	10.7	0.548	0	0.412	14.1	16.1	15.1	3.8	1.4	0	13	13.5	0.1	0.1	0.2	0.13	-1.2	-0.9	-2	0	50	0
1987	Don Collins	28	6	57	9.1	0.402	0	0.25	21.2	7.9	14.6	5	1.7	1.1	13.9	25.9	-0.1	0.1	0	-0.016	-3.2	-1.8	-5	0	50	0
1987	Chris Engler	27	5	48	5.8	0.281	0	0.083	6.9	30.5	18.5	7.7	1	1.3	0	10.6	0	0.1	0.1	0.052	-5.9	0.9	-5	0	50	0
1987	Jerome Henderson	27	6	36	-2.4	0.407	0	0.308	6.1	15.6	10.8	0	1.3	1.7	28.9	23.6	-0.2	0	-0.1	-0.154	-11.8	-2.9	-14.7	-0.1	50	0
1987	Mike Glenn	31	4	34	10.1	0.466	0	0.538	0	6.6	3.3	4	1.4	0	0	19.4	0	0	0.1	0.08	-4	-3.1	-7.1	0	50	0
1987	Kenny Fields	24	4	22	16.6	0.637	0	0.625	0	10.2	5.1	7.6	2.2	0	8.9	20.8	0	0	0	0.108	-0.5	-2.2	-2.7	0	50	0
1987	Cedric Henderson	21	2	6	22.2	0.773	0	0.667	18.3	75.1	46.4	0	0	0	43.6	46.9	0	0	0	-0.071	-15.3	-10.7	-26	0	50	0
1987	Buck Williams	26	82	2976	17.6	0.616	0.001	0.628	12.2	26.4	19.3	6.4	1.2	1.8	19	20	4.3	3.6	7.9	0.127	0.7	0.8	1.4	2.6	24	0
1987	Orlando Woolridge	27	75	2638	17.6	0.59	0.007	0.529	5	10.6	7.8	15.5	1	1.9	13.9	23.4	5.3	1.6	6.8	0.124	1.8	-0.3	1.6	2.4	24	0
1987	Tony Brown	26	77	2339	9.7	0.485	0.025	0.254	4.1	6.5	5.3	15.9	1.8	0.4	14.5	18.2	0	1.2	1.3	0.026	-1.4	-0.3	-1.7	0.2	24	0
1987	Mike Gminski	27	72	2272	17	0.531	0	0.391	9.5	21.6	15.6	6.6	1.1	1.8	10.4	22	3.2	2.2	5.4	0.115	-0.5	-0.3	-0.8	0.7	24	0
1987	Leon Wood	24	76	1733	11.1	0.49	0.399	0.307	1.5	6.3	3.9	28.8	1.3	0.1	16	15.7	1.3	0.6	2	0.054	-0.4	-2.7	-3.1	-0.5	24	0
1987	Pearl Washington	23	72	1600	11.5	0.519	0.045	0.232	2.6	6.5	4.5	27.3	2.7	0.3	22.8	19.4	-0.4	1.2	0.7	0.022	-1.6	-0.9	-2.5	-0.2	24	0
1987	Albert King	27	61	1291	10.4	0.472	0.056	0.175	7.2	11.5	9.3	12.1	1.2	1.3	14.3	22.5	-0.6	0.8	0.2	0.007	-2.1	-0.8	-2.9	-0.3	24	0
1987	Ben Coleman	25	68	1029	13.6	0.617	0.003	0.387	10.9	20.6	15.7	5.3	1.5	1.8	20.4	18	0.9	1.1	2	0.093	-1.1	-0.1	-1.2	0.2	24	0
1987	Jeff Turner	24	76	1003	9.1	0.51	0.003	0.32	9	13.1	11	8.6	1.6	0.8	17.9	18.2	-0.1	0.8	0.6	0.031	-2.3	-0.4	-2.7	-0.2	24	0
1987	Kevin McKenna	28	56	942	12.1	0.554	0.368	0.169	2.5	6.7	4.6	14.4	2.7	0.4	12.8	17.8	1	0.7	1.7	0.087	0.9	-1	-0.1	0.5	24	0
1987	Ray Williams	32	32	800	11.9	0.503	0.097	0.207	3.7	6.9	5.3	33.7	2.2	0.7	22.9	20.7	-0.2	0.5	0.4	0.022	-0.8	-1.2	-2	0	24	0
1987	James Bailey	29	34	542	11.9	0.514	0	0.335	10	18.4	14.2	5.7	1	2.5	16.5	24.4	-0.2	0.5	0.3	0.031	-3.2	-1.2	-4.4	-0.3	24	0
1987	Pace Mannion	26	23	284	8.4	0.386	0.096	0.33	4	11.5	7.7	21.4	3	0.8	17.6	18.6	-0.4	0.3	-0.2	-0.026	-3.7	0.4	-3.3	-0.1	24	0
1987	Chris Engler	27	18	130	10.6	0.551	0	0.387	12.1	16.4	14.3	4.2	1.1	4.1	21.6	14.4	0	0.1	0.2	0.056	-2.8	0.7	-2.1	0	24	0
1987	Otis Birdsong	31	7	127	7.7	0.479	0.024	0.214	2.7	3.5	3.1	19.1	1.1	0	16.4	17.5	0	0	0	-0.001	-3.2	-2.9	-6.1	-0.1	24	0
1987	Darryl Dawkins	30	6	106	11.5	0.67	0	0.75	9.6	10.6	10.1	2.9	0.9	1.7	26.1	21.9	0	0.1	0.1	0.048	-2	-1.9	-3.9	-0.1	24	0
1987	Michael Wilson	27	5	43	2.6	0.45	0	0.25	2.6	7.8	5.2	17.9	1.1	0	31.1	12.1	-0.1	0	0	-0.039	-5.4	-1.4	-6.8	-0.1	24	0
1987	Gerald Wilkins	23	80	2758	16.2	0.527	0.057	0.257	4.8	7.1	6	21	1.6	0.4	12.9	25.2	2.3	1	3.3	0.057	1.6	-1.3	0.3	1.6	24	0
1987	Patrick Ewing	24	63	2206	18.9	0.549	0.007	0.394	7.9	20.4	14.1	7.8	2	3.9	15.6	27.7	0.6	2.8	3.5	0.075	-0.7	1.1	0.4	1.3	24	0
1987	Bill Cartwright	29	58	1989	17.1	0.617	0	0.694	7.4	17.8	12.6	7.2	1	0.8	13.4	20	4.4	1.4	5.8	0.14	1.1	-0.5	0.5	1.3	24	0
1987	Rory Sparrow	28	80	1951	11.2	0.483	0.071	0.151	1.7	5	3.3	31.3	1.7	0.2	18.2	16.4	0.4	0.6	1	0.024	-2	-2.5	-4.5	-1.2	24	0
1987	Gerald Henderson	31	68	1890	14.6	0.514	0.119	0.34	2.6	7.3	4.9	33.3	2.4	0.3	18	19.3	1.5	1.1	2.6	0.066	0.3	-1.3	-1.1	0.4	24	0
1987	Kenny Walker	22	68	1719	13.3	0.536	0.007	0.318	7.6	14.5	11	6.5	1.4	1.7	10.2	17.9	1.9	1.3	3.1	0.088	-0.8	-0.1	-0.9	0.5	24	0
1987	Trent Tucker	27	70	1691	15.4	0.54	0.233	0.146	3.2	5.8	4.5	15.1	3.3	0.4	9.6	20.1	2.1	1.3	3.4	0.096	1.7	-0.5	1.2	1.4	24	0
1987	Louis Orr	28	65	1440	11	0.493	0.013	0.442	7.9	10.2	9	10.5	1.6	0.7	13.1	15.5	0.7	0.8	1.5	0.05	-1.3	0.1	-1.1	0.3	24	0
1987	Pat Cummings	30	49	1056	11.4	0.491	0	0.288	13	20.3	16.6	5.3	1.2	0.4	16.5	20.4	-0.3	0.9	0.6	0.025	-2.6	-1.2	-3.8	-0.5	24	0
1987	Chris McNealy	25	59	972	8.7	0.532	0	0.447	8.5	17.8	13.1	6.3	1.8	1	23	11.9	-0.1	0.9	0.8	0.039	-2.8	1	-1.8	0.1	24	0
1987	Jawann Oldham	29	44	776	8.5	0.434	0.006	0.328	7.3	18.7	12.9	3.3	1.4	5.3	19.4	13.3	-0.9	0.9	0	-0.001	-5.3	2.2	-3.1	-0.2	24	0
1987	Eddie Lee Wilkins	24	24	454	7	0.456	0.008	0.457	11	15.5	13.2	1.8	1	0.3	15.5	16.6	-0.4	0.3	-0.1	-0.012	-4.2	-2	-6.2	-0.5	24	0
1987	Bob Thornton	24	33	282	4.1	0.468	0.015	0.299	7.1	15.3	11.1	3.8	0.7	0.6	24	14.8	-0.4	0.2	-0.3	-0.044	-5.7	-1.3	-7	-0.4	24	0
1987	Bernard King	30	6	214	17.7	0.549	0	0.41	6.8	10.1	8.4	14.8	0.5	0	10.8	27.1	0.3	0	0.4	0.087	1.1	-3	-1.8	0	24	0
1987	Stewart Granger	25	15	166	5.9	0.416	0.056	0.204	4	7.5	5.7	22.6	2.1	0.4	27.2	20.3	-0.4	0.1	-0.4	-0.104	-5.5	-1.1	-6.6	-0.2	24	0
1987	Brad Wright	24	14	138	11.2	0.446	0.022	0.609	20.2	23	21.6	1	1.1	2.5	18.2	21.6	-0.2	0.1	0	-0.013	-5.1	-2.9	-8.1	-0.2	24	0
1987	Bill Martin	24	8	68	6.2	0.438	0	0.32	3.3	8.3	5.8	0	2.9	1.7	19.7	21.8	-0.2	0.1	-0.1	-0.087	-8.3	-2	-10.3	-0.1	24	0
1987	McKinley Singleton	25	2	10	13.3	0.667	0.333	0	0	0	0	15.6	0	0	0	12.5	0	0	0	0.131	-0.1	-7.4	-7.5	0	24	0
1987	Tim McCormick	24	81	2817	12.9	0.593	0.006	0.486	7.5	17.2	12.5	5.8	0.6	1.3	14.9	15.3	3.7	2.4	6	0.102	-0.4	-0.3	-0.7	0.9	45	0
1987	Charles Barkley	23	68	2740	25.1	0.66	0.111	0.602	16.7	24.8	20.8	19	2.1	2.2	21.4	23.1	7.7	4.3	12	0.21	6.2	2.6	8.9	7.5	45	0
1987	Maurice Cheeks	30	68	2624	18.3	0.579	0.022	0.371	2.1	7.2	4.7	30.1	3.4	0.3	15.9	17.4	5.2	2.7	7.9	0.145	1.9	-0.2	1.7	2.4	45	0
1987	Roy Hinson	25	76	2489	13.5	0.54	0.001	0.437	7.1	15.2	11.3	3.5	0.9	3.8	13.2	19.1	1.9	2.6	4.5	0.087	-2.1	0	-2.1	-0.1	45	0
1987	Julius Erving	36	60	1918	17	0.527	0.062	0.276	7.1	8.7	7.9	15.8	2	2.9	14.2	24.3	1.7	1.8	3.5	0.088	0.6	0.3	0.9	1.4	45	0
1987	David Wingate	23	77	1612	11.9	0.492	0.086	0.334	5.1	6	5.6	14.2	2.8	0.7	15.6	21.3	-0.1	1.5	1.4	0.041	-1.5	-0.7	-2.2	-0.1	45	0
1987	Cliff Robinson	26	55	1586	15.1	0.503	0.005	0.252	6.4	15.6	11.1	9	2.7	1.1	13.2	24.7	0.1	2	2.1	0.064	-1.7	-0.2	-1.9	0	45	0
1987	Andrew Toney	29	52	1058	14.3	0.538	0.153	0.382	1.8	7.3	4.6	27.2	0.8	0.4	18	24.7	0.8	0.5	1.2	0.056	-0.4	-3.7	-4.1	-0.6	45	0
1987	Steve Colter	24	43	849	12.6	0.514	0.031	0.267	1.9	6.9	4.5	19.6	2.1	0.4	11.8	16	0.9	0.6	1.5	0.084	-1.3	-1.6	-2.9	-0.2	45	0
1987	Danny Vranes	28	58	817	6.9	0.444	0.036	0.326	7.3	13.1	10.3	4.8	2.1	1.8	14.1	9.5	-0.1	0.9	0.8	0.048	-3	1	-2	0	45	0
1987	Sedale Threatt	25	28	668	10.5	0.466	0.061	0.203	3.2	6.6	4.9	18.1	2.4	0.4	14.2	20.8	-0.1	0.5	0.4	0.027	-2.1	-1.4	-3.4	-0.2	45	0
1987	World B. Free	33	20	285	7.1	0.404	0.073	0.382	2.1	5.5	3.8	15	0.9	0.8	11.1	23.8	-0.3	0.1	-0.2	-0.037	-5	-3.7	-8.6	-0.5	45	0
1987	Kenny Green	22	19	172	6.5	0.408	0	0.271	4.1	14.4	9.4	5.9	1.1	0.7	16.1	22.8	-0.4	0.1	-0.3	-0.072	-7.4	-2.7	-10	-0.3	45	0
1987	Jeff Ruland	28	5	116	16.1	0.706	0	0.429	12.2	15.5	13.9	12.8	0	2	23.1	15.7	0.2	0.1	0.3	0.132	1.1	-0.9	0.2	0.1	45	0
1987	Mark McNamara	27	11	113	8.2	0.456	0	0.633	17.7	18.9	18.3	2.5	0.4	0	17.3	17.2	-0.1	0.1	0	0.007	-3.7	-3.5	-7.2	-0.1	45	0
1987	Jim Lampley	26	1	16	8.3	0.387	0	0.667	7.4	28.1	18	0	3.1	0	20.5	12.8	0	0	0	-0.003	-8.4	-2.8	-11.3	0	45	0
1987	Walter Davis	32	79	2646	19.3	0.562	0.053	0.22	3.9	6.4	5.2	22.7	1.7	0.1	12	28.9	4.5	1.2	5.8	0.105	2.9	-2.3	0.6	1.7	36	0
1987	Jay Humphries	24	82	2579	14.2	0.532	0.036	0.345	2.8	8.5	5.7	32.2	2	0.2	18.4	16.7	2.9	1.6	4.5	0.084	-0.1	-1	-1.1	0.6	36	0
1987	Larry Nance	27	69	2569	22.2	0.607	0.005	0.464	8.4	17.6	13.1	13.5	1.6	3.3	10.4	22.6	7.3	2.8	10.2	0.19	3.3	1.4	4.7	4.4	36	0
1987	Ed Pinckney	23	80	2250	15.2	0.644	0.004	0.7	9.1	19.7	14.5	6.7	1.8	1.4	17.2	14.2	3.8	2.4	6.2	0.132	0.4	1.1	1.4	2	36	0
1987	Alvan Adams	32	68	1690	14.6	0.546	0.002	0.275	6.2	16.1	11.2	18.4	1.7	1.3	16.7	20	1.2	1.6	2.8	0.079	-0.3	0.5	0.2	0.9	36	0
1987	Mike Sanders	26	82	1655	14.4	0.535	0.024	0.253	7	11.3	9.2	11.1	1.7	0.8	11.6	22.2	1.5	1.2	2.7	0.079	-0.5	-1.1	-1.6	0.2	36	0
1987	Jeff Hornacek	23	80	1561	11.2	0.526	0.123	0.346	3	10.1	6.6	29	2.1	0.2	27.5	14.5	0.1	1.1	1.2	0.036	-2.2	-0.8	-2.9	-0.4	36	0
1987	Kenny Gattison	22	77	1104	9.4	0.523	0.01	0.55	9	18.3	13.7	4.3	1	1.7	18.6	17.4	-0.3	1	0.7	0.031	-3.7	-0.9	-4.6	-0.7	36	0
1987	William Bedford	23	50	979	7.6	0.422	0.003	0.24	9.2	18.8	14.1	7.7	0.9	2.2	17.7	19.9	-1.7	0.9	-0.8	-0.041	-5.1	-0.1	-5.2	-0.8	36	0
1987	Grant Gondrezick	24	64	836	10.9	0.503	0.057	0.357	6.4	8.3	7.4	13.1	1.4	0.3	13.9	19.6	0.2	0.4	0.6	0.037	-1.8	-1.7	-3.5	-0.3	36	0
1987	Rafael Addison	22	62	711	11.9	0.5	0.151	0.193	6.6	10.1	8.4	9.1	1.8	0.6	13.1	23.6	-0.1	0.5	0.4	0.024	-1.9	-2.1	-4	-0.4	36	0
1987	Nick Vanos	23	57	640	9.1	0.457	0.013	0.373	12	19.5	15.8	8.4	1.4	2.1	20.7	14.7	-0.4	0.7	0.3	0.024	-3.4	0.8	-2.6	-0.1	36	0
1987	Bernard Thompson	24	24	331	7.2	0.464	0.029	0.314	6.9	3.7	5.3	7	1.6	0.9	11.8	16.6	0	0.1	0.1	0.019	-2.9	-1.3	-4.2	-0.2	36	0
1987	James Edwards	31	14	304	17	0.597	0	0.636	7.5	14.5	11.1	8.8	0.9	1.3	9.6	20.8	0.8	0.2	1	0.157	0.5	-1.6	-1.1	0.1	36	0
1987	Clyde Drexler	24	82	3114	20.2	0.552	0.033	0.334	8.3	10.2	9.3	26.2	3	1.3	13.5	23.6	6.6	3.7	10.3	0.158	3.9	1.6	5.4	5.8	49	0
1987	Kiki Vandeweghe	28	79	3029	19.2	0.597	0.052	0.341	3.3	6	4.6	11.1	0.8	0.3	7.3	24.8	9.6	1.3	10.8	0.171	2.7	-2.6	0.1	1.6	49	0
1987	Terry Porter	23	80	2714	16.2	0.57	0.078	0.434	3	10.8	6.9	33.6	2.7	0.2	21.8	17	4	2.8	6.8	0.12	1	0.2	1.1	2.1	49	0
1987	Steve Johnson	29	79	2345	15.1	0.602	0	0.551	9.5	17.4	13.5	9.3	1	1.8	20	23.1	2.1	2.4	4.4	0.091	-0.2	0	-0.2	1.1	49	0
1987	Jerome Kersey	24	82	2088	16.9	0.565	0.031	0.497	11	15.5	13.3	12.5	2.7	2.1	14.3	19.6	3.5	2.9	6.4	0.147	1.5	1.8	3.3	2.8	49	0
1987	Jim Paxson	29	72	1798	13.8	0.528	0.134	0.295	2.6	6	4.3	18	1.9	0.4	11.5	20.5	2.1	1.3	3.4	0.091	-0.1	-1.6	-1.7	0.1	49	0
1987	Caldwell Jones	36	78	1578	8.7	0.573	0.009	0.554	8.3	23.6	16.1	4.8	0.7	2.7	23.8	9.1	0.6	2	2.6	0.078	-2.7	1.4	-1.3	0.3	49	0
1987	Kenny Carr	31	49	1443	12.8	0.558	0.005	0.424	10.4	27.9	19.3	7.4	0.9	0.5	17.9	15.7	1.1	1.8	2.9	0.098	-1.4	0.3	-1.1	0.3	49	0
1987	Kevin Duckworth	22	51	753	8.8	0.547	0.004	0.526	9.6	18.7	14.3	4	1	1.3	20.9	18.5	-0.1	0.8	0.7	0.043	-3.6	-1.1	-4.7	-0.5	49	0
1987	Mike Holton	25	58	479	9.5	0.489	0.135	0.322	2.2	6.6	4.4	19.7	1.5	0.2	17.4	19.4	0	0.3	0.3	0.026	-3	-2.6	-5.6	-0.4	49	0
1987	Sam Bowie	25	5	163	11.8	0.505	0	0.455	9.8	12.8	11.3	7.5	0.3	3.4	15.9	22.7	0	0.1	0.1	0.034	-2.9	-0.8	-3.7	-0.1	49	0
1987	Fernando Martin	24	24	146	-0.9	0.307	0.032	0.355	6.3	15	10.7	7.2	2.2	0.4	35.8	15	-0.6	0.2	-0.4	-0.144	-8.3	0.9	-7.5	-0.2	49	0
1987	Perry Young	23	4	52	2.6	0.235	0	0	6.6	8.4	7.5	15.9	3.5	1.1	15	15.1	-0.1	0.1	-0.1	-0.067	-6	1.4	-4.6	0	49	0
1987	Joe Binion	25	11	51	12	0.486	0	1	18	21.4	19.7	2.3	1.8	2.2	17.2	13.4	0	0.1	0.1	0.092	-2.7	-0.5	-3.3	0	49	0
1987	Walter Berry	22	7	19	28.9	0.77	0	0.125	24.1	17.3	20.6	8.7	4.8	0	0	17.4	0.1	0	0.2	0.399	10.2	0.3	10.5	0.1	49	0
