year	player	age	g	mp	per	ts	3par	ftr	orb	drb	trb	ast	stl	blk	tov	usg	ows	dws	ws	ws_48	obpm	dbpm	bpm	vorp	game_win	mvp_label
2002	Bruno Sundov	21	22	88	8.7	0.391	0.025	0.05	9.2	17.5	13.5	6.1	1.8	2.4	8.9	23.1	-0.2	0.1	0	-0.021	-5.7	-1	-6.7	-0.1	42	0
2002	Jamison Brewer	21	13	43	10	0.4	0.2	0	5.4	15.4	10.5	30.3	2.4	0	37.5	8.4	0	0.1	0	0.052	-3.7	0.5	-3.2	0	42	0
2002	Norm Richardson	22	3	4	-10.2	0	0	0	28.9	0	14.1	33.9	0	0	0	34	0	0	0	-0.57	-9.2	-2.6	-11.8	0	42	0
2002	Jeff McInnis	27	81	3030	13.8	0.486	0.209	0.195	1.7	6.2	4	27.6	1.1	0.1	10.8	20.3	4.4	0.8	5.1	0.081	1.1	-2.4	-1.4	0.5	39	0
2002	Elton Brand	22	80	3020	23.6	0.586	0	0.519	15	19.6	17.3	11	1.4	3.7	12.2	21.1	9.9	3.7	13.6	0.216	3.7	2	5.7	5.9	39	0
2002	Michael Olowokandi	26	80	2568	12.4	0.457	0	0.212	7.3	23.8	15.7	5.8	1.1	3.9	15.3	20.1	-1.9	3.5	1.6	0.029	-4.1	1.3	-2.9	-0.6	39	0
2002	Darius Miles	20	82	2227	14.4	0.516	0.03	0.397	5.6	17.3	11.5	13.5	1.7	3.2	17.5	18.5	0.8	2.6	3.4	0.074	-1.4	1.8	0.4	1.4	39	0
2002	Quentin Richardson	21	81	2152	17.4	0.534	0.377	0.202	6	11.5	8.8	10.5	1.9	0.7	9.2	23.3	4	1.6	5.6	0.125	2.7	-1.4	1.4	1.8	39	0
2002	Eric Piatkowski	31	71	1718	13.8	0.601	0.505	0.24	2.9	9.2	6.1	10.4	1.3	0.5	10.9	15.4	3.8	0.8	4.5	0.127	2.2	-1.3	0.8	1.2	39	0
2002	Corey Maggette	22	63	1615	14.3	0.56	0.262	0.474	3.8	12.3	8.1	11.5	1.4	0.8	15.3	21.1	2.3	1	3.3	0.099	0.5	-1.1	-0.6	0.6	39	0
2002	Lamar Odom	22	29	999	13.7	0.473	0.233	0.258	3.6	16.2	10	28.6	1.2	2.5	19.5	22.5	-0.3	0.9	0.7	0.033	-0.2	0.7	0.6	0.6	39	0
2002	Earl Boykins	25	68	761	13.9	0.464	0.153	0.222	4.1	4	4	31.5	1.4	0.2	12.7	20.5	0.9	0.2	1	0.065	-0.4	-3.8	-4.1	-0.4	39	0
2002	Sean Rooks	32	61	728	7.5	0.443	0	0.149	5	14.1	9.6	5.4	0.9	2	8.8	14.1	0	0.5	0.6	0.038	-3.9	-0.6	-4.5	-0.5	39	0
2002	Tremaine Fowlkes	25	22	343	9.5	0.477	0	0.484	10.7	10.4	10.6	7.3	1.7	0.2	14.3	11.9	0.3	0.2	0.5	0.071	-1.3	-0.1	-1.3	0.1	39	0
2002	Harold Jamison	25	25	176	13.9	0.544	0	0.349	15.6	9.5	12.5	5.5	1.5	0.4	10.8	14.3	0.4	0.1	0.5	0.126	0.5	-1.4	-0.8	0.1	39	0
2002	Keyon Dooling	21	14	155	7.4	0.466	0.246	0.211	0	2.2	1.1	12.7	1.4	1.3	13.8	21.1	-0.1	0	0	-0.01	-3.8	-3.6	-7.4	-0.2	39	0
2002	Obinna Ekezie	26	29	152	11	0.477	0	1.026	9	16.2	12.7	3	0.7	2.7	15	19.8	0	0.1	0.2	0.048	-4.9	-2	-6.9	-0.2	39	0
2002	Doug Overton	32	18	130	4.8	0.414	0.614	0.159	0.9	9.5	5.2	15.6	1.2	0.5	20.3	20.5	-0.3	0.1	-0.2	-0.077	-3.6	-2.8	-6.4	-0.1	39	0
2002	Eldridge Recasner	34	5	31	6.2	0.388	0.167	0.167	0	0	0	23.5	1.7	0	13.4	10.8	0	0	0	0.013	-5.9	-6.2	-12.1	-0.1	39	0
2002	Kobe Bryant	23	80	3063	23.2	0.544	0.083	0.369	4.1	11.7	7.9	25.9	2	0.8	10.7	30.4	8.9	3.8	12.7	0.199	4.2	0	4.2	4.8	58	0
2002	Shaquille O'Neal	29	67	2422	29.7	0.59	0.001	0.583	10.8	21.6	16.3	16.4	0.9	4.1	10	31.8	9.2	4	13.2	0.262	5	1.3	6.4	5.1	58	0
2002	Rick Fox	32	82	2289	11.3	0.502	0.344	0.14	4.4	14.3	9.4	18.1	1.5	0.7	17	15.2	1.5	2.8	4.3	0.091	-0.2	1	0.9	1.7	58	0
2002	Robert Horry	31	81	2140	14.5	0.528	0.441	0.3	6.8	17.8	12.3	15.3	1.9	3	14.5	12.8	3.3	3.6	6.9	0.154	1	3	4	3.3	58	0
2002	Derek Fisher	27	70	1974	14	0.55	0.524	0.167	0.8	7.2	4.1	13.9	1.7	0.3	8	17.6	3.7	1.8	5.5	0.134	2	-1.1	0.9	1.5	58	0
2002	Devean George	24	82	1759	12.6	0.502	0.34	0.241	4.9	14	9.5	9.4	2.1	1.7	10.2	16.4	1.6	2.6	4.2	0.113	-0.3	1.1	0.8	1.2	58	0
2002	Samaki Walker	25	69	1655	14.5	0.545	0	0.353	8.7	23.2	16	5.7	0.9	3.8	11.2	12.9	2.4	2.8	5.3	0.153	-1.6	2.1	0.5	1.1	58	0
2002	Lindsey Hunter	31	82	1616	9.4	0.466	0.424	0.082	1.2	7	4.1	11.7	2.1	0.8	9.8	15.6	0.2	1.7	2	0.059	-1.3	-0.2	-1.6	0.2	58	0
2002	Stanislav Medvedenko	22	71	729	15.6	0.5	0.013	0.204	13	10.9	12	9.9	2.1	1.1	11.3	23	0.9	0.9	1.8	0.118	-0.4	-0.4	-0.8	0.2	58	0
2002	Mitch Richmond	36	64	709	10.7	0.488	0.251	0.178	2.2	12.3	7.3	12.3	1.3	0.6	13.1	19.4	0.1	0.8	0.9	0.062	-2.4	-1.2	-3.6	-0.3	58	0
2002	Mark Madsen	26	59	650	12.7	0.492	0.014	0.37	15.3	12.3	13.7	9.7	1.3	1.4	11.5	13.2	1.2	0.8	1.9	0.142	0.1	0.8	0.9	0.5	58	0
2002	Brian Shaw	35	58	631	11.8	0.458	0.509	0.15	3.4	16.1	9.8	20.2	2.1	0.3	14.8	15.4	0.3	0.9	1.2	0.089	-0.8	0.2	-0.6	0.2	58	0
2002	Jelani McCoy	24	21	104	9.5	0.53	0	0.381	8.6	17.8	13.3	9.9	0	3.4	24.6	14	0	0.1	0.1	0.05	-3.8	0.8	-3.1	0	58	0
2002	Joe Crispin	22	6	27	5	0.352	0.333	0.417	0	4	2	10.8	1.9	0	6.6	25.2	-0.1	0	0	-0.066	-5.7	-3.9	-9.6	-0.1	58	0
2002	Mike Penberthy	27	3	12	31.3	0.665	0	2	0	18.2	9.2	23.4	8.7	0	0	14.1	0.1	0	0.1	0.42	4.1	4.5	8.7	0	58	0
2002	Shane Battier	23	78	3097	13.9	0.518	0.287	0.294	6.5	8.6	7.5	11.9	2.1	1.8	12.5	18.2	2.7	2.1	4.8	0.074	0.7	1	1.7	2.9	23	0
2002	Pau Gasol	21	82	3007	19.5	0.566	0.005	0.448	8.8	18.2	13.5	13.8	0.7	3.9	15	22.6	4.8	2.8	7.6	0.121	0.4	1.3	1.7	2.8	23	0
2002	Jason Williams	26	65	2236	15.1	0.466	0.437	0.103	1.1	8.6	4.9	42	2.6	0.2	17.2	25.3	-0.6	1.5	0.9	0.02	1.7	-2	-0.3	1	23	0
2002	Grant Long	35	66	1868	7.7	0.475	0.044	0.319	1.9	11.9	6.9	11.5	1.8	0.4	19	13.2	-1	1.2	0.2	0.004	-4.1	0.5	-3.6	-0.7	23	0
2002	Stromile Swift	22	68	1805	17.2	0.539	0.005	0.499	10	16.6	13.3	5	1.5	4.3	14.1	21.8	1.7	2	3.7	0.099	-2.2	0.6	-1.7	0.2	23	0
2002	Rodney Buford	24	63	1769	10.1	0.47	0.118	0.135	3.3	13.9	8.6	7	1.3	0.5	9.1	17.8	-0.2	1	0.8	0.022	-3.3	-0.9	-4.2	-1	23	0
2002	Lorenzen Wright	26	43	1251	14.8	0.478	0.004	0.253	11.6	24.5	18.1	6.5	1.3	1.3	11.8	22.2	0	1.4	1.4	0.055	-3	-0.7	-3.6	-0.5	23	0
2002	Tony Massenburg	34	73	1247	11.4	0.503	0.003	0.335	9	20	14.5	3.5	1.3	1.7	14	17	0.3	1.2	1.5	0.059	-4.2	-0.9	-5.1	-1	23	0
2002	Brevin Knight	26	53	1151	14.9	0.482	0.024	0.344	1.1	9.5	5.3	43.9	3.6	0.4	22.4	19.6	0.2	1.2	1.4	0.058	-2.2	-1.3	-3.4	-0.4	23	0
2002	Will Solomon	23	62	872	8.8	0.442	0.489	0.221	1.5	7.2	4.3	17.8	2.1	0.6	14.6	22.1	-0.9	0.5	-0.5	-0.027	-2.4	-2.4	-4.8	-0.6	23	0
2002	Eddie Gill	23	23	384	9.2	0.531	0.239	0.424	2	6.1	4.1	20.6	1.5	0.5	23.7	16.9	0	0.1	0.1	0.011	-3.4	-2.1	-5.5	-0.3	23	0
2002	Antonis Fotsis	20	28	320	11.3	0.479	0.221	0.192	8.7	12.9	10.8	5.3	1.5	2.4	15.7	19	-0.1	0.2	0.1	0.017	-3.7	-0.9	-4.5	-0.2	23	0
2002	Isaac Austin	32	21	307	7.8	0.405	0.033	0.043	4	21.8	12.9	7	1.5	1.1	10.5	15.5	-0.3	0.3	0	0.003	-6	-0.3	-6.4	-0.3	23	0
2002	Nick Anderson	34	15	219	4.9	0.375	0.632	0.118	0.5	16.3	8.4	10.2	1.4	1.9	14.9	19.5	-0.6	0.2	-0.4	-0.08	-5.1	-1.1	-6.2	-0.2	23	0
2002	Michael Dickerson	26	4	124	6.4	0.425	0.438	0.125	2.7	8.1	5.4	12.1	1.3	0.6	13.6	21.5	-0.2	0	-0.1	-0.05	-3.3	-2.4	-5.8	-0.1	23	0
2002	Isaac Fontaine	26	6	75	-0.9	0.331	0.357	0.429	0	7.4	3.7	7.8	0	0	19.4	12.5	-0.2	0	-0.2	-0.112	-7.7	-2.7	-10.4	-0.2	23	0
2002	Elliot Perry	32	2	48	5.3	0.506	0	0.2	0	9.3	4.6	23.7	3.3	0	39.1	16.9	-0.1	0	-0.1	-0.087	-7.4	-0.5	-8	-0.1	23	0
2002	Eddie Jones	30	81	3156	17.5	0.546	0.319	0.296	2.3	11.6	7	15.4	2	1.9	9.9	22.7	5.6	5	10.5	0.16	2.5	1.3	3.8	4.6	36	0
2002	Alonzo Mourning	31	75	2455	18.9	0.558	0.003	0.498	8.7	21.3	15	6.8	0.6	5.8	14.7	24.1	2.6	4.8	7.4	0.145	-1.5	2.3	0.8	1.7	36	0
2002	Rod Strickland	35	76	2294	15.6	0.495	0.036	0.282	2.5	9.2	5.9	35.7	2	0.4	16.5	20	1.9	3	4.9	0.103	-0.4	-0.1	-0.5	0.9	36	0
2002	Brian Grant	29	72	2256	12.7	0.508	0.003	0.195	8.8	20.9	14.9	10.5	1.2	1.1	15.6	16.6	1.1	3.7	4.8	0.103	-1.8	2.1	0.3	1.3	36	0
2002	Jim Jackson	31	55	1825	11.3	0.511	0.151	0.162	3.5	15	9.3	13.4	1.3	0.6	15.5	17.8	0.3	2.5	2.8	0.073	-1.7	1.3	-0.4	0.7	36	0
2002	LaPhonso Ellis	31	66	1684	9.1	0.48	0.274	0.186	7.5	12.4	10	5.6	1	1.7	13	15.9	0	2.2	2.2	0.063	-2.1	0.9	-1.2	0.3	36	0
2002	Kendall Gill	33	65	1410	7.6	0.414	0.104	0.147	2.4	12.7	7.6	12.1	1.7	0.4	10.9	17.1	-1.3	2	0.7	0.023	-4.1	0.7	-3.4	-0.5	36	0
2002	Eddie House	23	64	1230	11.6	0.471	0.3	0.094	1.6	8.8	5.2	18.8	1.9	0.3	12.8	24.3	-0.7	1.6	0.9	0.036	-1.4	-1.1	-2.5	-0.1	36	0
2002	Anthony Carter	26	46	1050	8.9	0.359	0.073	0.138	2.1	10.8	6.5	33	2.6	0.2	20.7	15.8	-1.4	1.6	0.2	0.008	-4.3	0.8	-3.5	-0.4	36	0
2002	Vladimir Stepania	25	67	884	13.9	0.483	0.008	0.418	13.3	22.3	17.8	3.2	1.5	3.8	15	18.7	-0.1	1.8	1.7	0.094	-4.2	1.1	-3.1	-0.2	36	0
2002	Chris Gatling	34	54	809	13.4	0.501	0.027	0.399	10.3	19.3	14.9	5.7	1.2	1	14.4	23.7	0.1	1.3	1.4	0.081	-3.4	-0.8	-4.2	-0.5	36	0
2002	Sean Marks	26	21	319	9.3	0.466	0	0.386	7	20.4	13.7	4.3	0.9	2.4	15.6	18.2	-0.2	0.5	0.3	0.044	-5.7	0.4	-5.3	-0.3	36	0
2002	Malik Allen	23	12	161	15	0.469	0.02	0.196	11	16.6	13.8	5.5	1	3.8	3.5	17	0.2	0.3	0.5	0.141	-2.4	0.8	-1.6	0	36	0
2002	Sam Mack	31	12	159	3.1	0.384	0.571	0.143	1.5	8.8	5.1	4.1	1.7	0.5	11.8	17.7	-0.3	0.2	-0.1	-0.035	-4.7	-0.9	-5.7	-0.1	36	0
2002	Mike James	26	15	119	9.4	0.456	0.488	0.163	2	11.7	6.9	27.7	2.8	0.6	22	23.7	-0.2	0.2	0	0.004	-2	-0.2	-2.3	0	36	0
2002	Tang Hamilton	23	9	98	10.9	0.514	0.053	0.053	7.2	14.2	10.7	8.5	2.2	0	9.3	10.4	0.1	0.2	0.2	0.12	-2.1	1.2	-0.9	0	36	0
2002	Ernest Brown	22	3	21	-9.7	0.193	0	0.667	5.6	27.6	16.7	0	0	3.7	27.9	24.5	-0.2	0	-0.2	-0.349	-19.4	-2.9	-22.3	-0.1	36	0
2002	Anthony Mason	35	82	3143	12.9	0.544	0.002	0.353	4.8	18.3	11.9	16.6	1	0.5	15.2	12.7	4.4	2	6.4	0.097	-0.5	0.7	0.2	1.7	41	0
2002	Sam Cassell	32	74	2605	21.3	0.545	0.17	0.274	2.5	10.9	6.9	34.3	1.8	0.3	11.7	27.3	7.2	1.4	8.6	0.158	4.1	-2	2.1	2.7	41	0
2002	Ray Allen	26	69	2525	21.6	0.598	0.46	0.213	3.9	10.1	7.1	19.4	1.9	0.5	11.2	26.2	7.6	1.3	8.9	0.169	6	-2	4	3.8	41	0
2002	Glenn Robinson	29	66	2346	19.1	0.537	0.155	0.246	3.6	15.8	10	13.4	2.2	1.3	12	28.8	2.6	2.1	4.7	0.096	0.5	-0.9	-0.4	0.9	41	0
2002	Tim Thomas	24	74	1987	13.1	0.522	0.386	0.238	3.9	13.1	8.7	8.7	1.7	1.2	13.2	22.6	0.8	1.3	2.2	0.052	-0.5	-1.6	-2.1	0	41	0
2002	Ervin Johnson	34	81	1660	8.6	0.468	0.005	0.342	10.4	21.5	16.2	2.3	1.2	3.6	19	7.7	0.5	1.9	2.3	0.067	-3.5	1.2	-2.3	-0.1	41	0
2002	Michael Redd	22	67	1417	20	0.581	0.325	0.189	6.6	11.4	9.1	11.5	1.6	0.4	8	23.7	3.9	0.7	4.6	0.155	3.2	-2.7	0.5	0.9	41	0
2002	Darvin Ham	28	70	1208	9.7	0.571	0.033	0.583	9.1	10.1	9.7	9.1	1.1	2.2	23.8	13.5	0.7	0.6	1.2	0.05	-1.9	0	-1.8	0.1	41	0
2002	Joel Przybilla	22	71	1128	10.2	0.523	0.007	0.634	8.4	20.1	14.5	2.7	0.9	7.6	19.1	9.3	0.3	1.5	1.9	0.079	-4	2.5	-1.5	0.1	41	0
2002	Rafer Alston	25	50	600	13.9	0.434	0.372	0.152	2	11.4	6.9	36.4	2.8	0.2	16.4	19	0.3	0.5	0.7	0.059	-0.9	-2.1	-3	-0.2	41	0
2002	Greg Anthony	34	24	553	10	0.436	0.388	0.112	1.3	7.6	4.6	22.4	2.7	0.1	15.4	19.7	-0.4	0.3	0	-0.004	-1.9	-1.9	-3.8	-0.3	41	0
2002	Mark Pope	29	45	426	7.3	0.434	0.275	0.231	5.7	13.7	9.9	5.9	1.4	1.9	13	12.7	-0.1	0.3	0.1	0.016	-3.7	-0.7	-4.4	-0.3	41	0
2002	Jason Caffey	28	23	283	11.2	0.544	0.014	0.597	10.3	10.1	10.2	6.7	0.8	1.3	17.3	18.2	0.2	0.1	0.3	0.056	-2.3	-2.1	-4.4	-0.2	41	0
2002	Greg Foster	33	6	24	4.8	0.325	0.444	0.444	0	36.8	19.3	6.1	0	0	0	21	0	0	0	-0.039	-7.6	-4.9	-12.5	-0.1	41	0
2002	Kevin Garnett	25	81	3175	23.8	0.536	0.083	0.32	9	26.5	17.8	22.4	1.6	2.9	12.5	26	7.9	4.9	12.8	0.194	3.7	2.6	6.3	6.6	50	0
2002	Wally Szczerbiak	24	82	3117	17.1	0.58	0.159	0.227	4.5	9.9	7.2	13.6	1.1	0.5	12.1	21.8	7	1.7	8.7	0.134	2.7	-0.9	1.8	3	50	0
2002	Chauncey Billups	25	82	2355	17.6	0.555	0.383	0.284	1.7	9.2	5.5	29.2	1.5	0.5	13	20.4	6.1	1.5	7.6	0.156	3.3	-1.9	1.5	2.1	50	0
2002	Rasho Nesterovic	25	82	2218	12.9	0.499	0.002	0.108	10.6	17.2	13.9	5.2	1.1	3.7	12	16	1.6	2.5	4.1	0.089	-1.3	1.3	0	1.1	50	0
2002	Anthony Peeler	32	82	2060	12.2	0.519	0.414	0.085	2.1	9.4	5.8	13	1.6	0.4	9.7	17.3	2.4	1.3	3.8	0.087	0.9	-1.1	-0.1	1	50	0
2002	Joe Smith	26	72	1922	16	0.571	0.005	0.355	9.3	17.9	13.6	6.6	1.1	2.3	11.4	17.8	4.1	2	6.1	0.153	0.3	0.3	0.6	1.3	50	0
2002	Gary Trent	27	64	1140	15.4	0.538	0.005	0.378	10.7	16.6	13.7	8.3	1	1.8	11.5	19.9	1.9	1.1	3	0.125	-0.2	-0.6	-0.8	0.4	50	0
2002	Terrell Brandon	31	32	962	21.2	0.494	0.063	0.23	2.1	9	5.6	42.8	2.9	0.5	9.7	20.9	2.8	0.9	3.7	0.186	3	-1.2	1.8	0.9	50	0
2002	Sam Mitchell	38	74	726	9.4	0.491	0.154	0.216	2.9	10.1	6.5	9.3	0.9	0.4	9.5	17.1	0.5	0.4	0.9	0.058	-2.2	-2.1	-4.3	-0.4	50	0
2002	Felipe Lopez	27	67	581	7.8	0.469	0.212	0.353	5.8	10	8	9.6	1.6	0.1	16.7	16.8	-0.1	0.4	0.3	0.027	-2.4	-1.2	-3.6	-0.2	50	0
2002	Loren Woods	23	60	516	9.9	0.449	0.021	0.625	10.4	16.8	13.7	5.8	1.7	4.9	22.7	13.9	-0.2	0.7	0.5	0.047	-3.9	2.3	-1.6	0.1	50	0
2002	Marc Jackson	27	22	326	9.2	0.451	0.01	0.323	11.1	18.9	15.1	3.1	1	0.7	13.7	18.2	0	0.3	0.3	0.042	-3.9	-1.8	-5.7	-0.3	50	0
2002	William Avery	22	28	258	5.4	0.361	0.389	0.211	1.8	8.8	5.4	19.9	1.4	0	16.2	20.6	-0.5	0.1	-0.4	-0.067	-4	-2.5	-6.6	-0.3	50	0
2002	Robert Pack	32	16	252	9.1	0.416	0.059	0.221	3.3	7.2	5.3	27.7	2.7	0	21.1	17	-0.1	0.2	0.1	0.016	-3	-1	-4	-0.1	50	0
2002	Dean Garrett	35	29	152	7.1	0.339	0	0.075	10	25.5	17.9	3.7	1.7	4.4	14.5	14.4	-0.2	0.3	0	0.006	-6.4	1.3	-5.1	-0.1	50	0
2002	Maurice Evans	23	10	45	11.5	0.506	0.158	0.211	7.8	2.5	5.1	14.8	0	0	8.8	22.9	0.1	0	0.1	0.079	0.2	-4.7	-4.6	0	50	0
2002	Jason Kidd	28	82	3056	19.1	0.484	0.32	0.217	4.7	17.2	10.9	42.5	3	0.5	18.7	22.5	3.1	5.8	8.9	0.14	3	2.1	5.1	5.4	52	0
2002	Kerry Kittles	27	82	2601	16.1	0.542	0.257	0.183	2.9	9	5.9	13.9	2.6	0.9	9.7	19.4	3.8	3.9	7.7	0.141	1.2	0.7	1.9	2.6	52	0
2002	Kenyon Martin	24	73	2504	14.5	0.503	0.07	0.278	5	12.4	8.7	13	1.9	3.5	13.7	22.4	0.6	4.2	4.9	0.093	-1.3	2.2	0.8	1.8	52	0
2002	Keith Van Horn	26	81	2465	16	0.51	0.269	0.179	6.2	21.6	13.9	11.6	1.3	1.2	11.1	24	2	4.3	6.3	0.123	0.1	0.2	0.4	1.5	52	0
2002	Richard Jefferson	21	79	1917	13.4	0.524	0.095	0.448	4.9	12.2	8.6	11.7	1.7	1.8	13.1	19.1	1.8	2.9	4.7	0.117	-1.3	0.9	-0.4	0.8	52	0
2002	Lucious Harris	31	74	1553	15.7	0.556	0.22	0.294	3.5	11.5	7.5	12.3	1.8	0.3	9.1	19.3	3	2.1	5.1	0.157	0.5	-0.5	0	0.8	52	0
2002	Aaron Williams	30	82	1546	15.2	0.568	0.005	0.424	8.3	16.4	12.3	8.1	1	3.5	13.2	17.4	2.4	2.5	5	0.154	-1.3	1.3	-0.1	0.8	52	0
2002	Todd MacCulloch	26	62	1502	17.7	0.562	0	0.353	11.7	16.6	14.1	8.6	0.8	4.3	10.9	18	3.1	2.5	5.6	0.179	0	1.8	1.8	1.4	52	0
2002	Jason Collins	23	77	1407	10.7	0.5	0.007	0.59	10.5	13.6	12	8.4	1.1	2.4	17.1	13.5	1	2	3	0.104	-2.3	1.6	-0.7	0.5	52	0
2002	Anthony Johnson	27	34	366	11.8	0.465	0.133	0.278	3	5.9	4.4	19.7	4.4	0.2	16.5	14.8	0	0.7	0.7	0.092	-2.4	1.1	-1.4	0.1	52	0
2002	Brian Scalabrine	23	28	290	4.2	0.408	0.149	0.224	4.6	15.2	9.9	10.5	1.6	0.5	24.6	15.1	-0.5	0.4	-0.1	-0.015	-5.8	0.7	-5.2	-0.2	52	0
2002	Derrick Dial	26	25	249	9.3	0.358	0.074	0.191	5.4	15	10.1	19.3	1.7	1.2	11.3	20.7	-0.4	0.4	0	0.002	-4.7	0.1	-4.5	-0.2	52	0
2002	Brandon Armstrong	21	35	196	3.8	0.358	0.2	0.118	5.7	3.5	4.6	6.5	1.9	0.4	8.2	22.3	-0.4	0.2	-0.2	-0.054	-5.5	-2.2	-7.7	-0.3	52	0
2002	Donny Marshall	29	20	118	7.7	0.406	0.138	0.621	7.6	12.4	10	6.1	1.3	0	5.1	14.8	0	0.1	0.2	0.076	-3.7	-1.2	-4.8	-0.1	52	0
2002	Steve Goodrich	25	9	50	-0.9	0.23	0	0.2	2.2	9	5.6	13.8	1	2.9	21.6	12.4	-0.1	0.1	-0.1	-0.078	-8.8	1	-7.8	-0.1	52	0
2002	Reggie Slater	31	4	10	17.5	1.025	0	0.5	0	22.6	11.2	0	0	0	29.1	15.4	0	0	0	0.169	-2.8	-4.9	-7.7	0	52	0
2002	Latrell Sprewell	31	81	3326	13.7	0.501	0.284	0.244	2.1	8.3	5.2	17.5	1.5	0.3	12.4	25.1	1.1	1.7	2.8	0.041	0.6	-1	-0.3	1.4	30	0
2002	Allan Houston	30	77	2914	15.2	0.54	0.266	0.261	1.5	8.6	5	12.6	1	0.3	10.5	25.9	3.6	1.1	4.7	0.077	1.2	-1.9	-0.8	0.9	30	0
2002	Kurt Thomas	29	82	2771	15.8	0.542	0.006	0.283	9	22.3	15.6	5.8	1.4	2.1	12.7	20.3	3.1	3.4	6.5	0.112	-1.3	0.8	-0.5	1.1	30	0
2002	Mark Jackson	36	82	2367	16.3	0.536	0.329	0.186	2.7	12.4	7.6	42.5	1.7	0	19	15.6	4.4	1.7	6	0.123	1.3	-1.2	0.1	1.3	30	0
2002	Clarence Weatherspoon	31	56	1728	13.3	0.478	0	0.323	10	20.9	15.4	5.8	1.1	2.1	8.3	15.2	1.6	1.9	3.5	0.097	-2	1.2	-0.8	0.5	30	0
2002	Shandon Anderson	28	82	1596	8	0.489	0.378	0.287	4.1	13.9	9	7.7	1.6	0.7	18.8	15.1	-0.9	1.3	0.4	0.013	-2.8	0.3	-2.5	-0.2	30	0
2002	Othella Harrington	28	77	1563	13	0.567	0.004	0.382	9.3	16.6	12.9	4.2	1	1.7	15.3	18.5	1.6	1.4	3	0.092	-2.1	-0.5	-2.6	-0.2	30	0
2002	Charlie Ward	31	63	1058	14.5	0.496	0.541	0.191	1.6	12.3	7	31.7	3.4	1	18.6	17.8	0.6	1.3	1.9	0.087	0.4	0.4	0.8	0.7	30	0
2002	Marcus Camby	27	29	1007	15.1	0.483	0.003	0.341	10.2	26.8	18.5	5.6	1.8	3.7	11.2	17.4	0.5	1.7	2.1	0.102	-2.6	2.4	-0.1	0.5	30	0
2002	Howard Eisley	29	39	609	8.5	0.435	0.331	0.28	1.7	7.6	4.7	26.7	2.1	0.4	21.2	19.1	-0.7	0.4	-0.3	-0.021	-3.3	-1.4	-4.6	-0.4	30	0
2002	Travis Knight	27	49	429	5.3	0.401	0	0.186	13	15.1	14.1	3	1.4	1.7	18.1	16.2	-0.5	0.4	-0.1	-0.015	-5.5	-0.3	-5.8	-0.4	30	0
2002	Felton Spencer	34	32	248	0.8	0.358	0	1.269	7.5	15.9	11.7	1.8	1.5	2.4	22.8	9.9	-0.3	0.3	-0.1	-0.013	-6.7	1	-5.6	-0.2	30	0
2002	Lavor Postell	23	23	179	11	0.456	0.31	0.488	1.3	9.1	5.2	5	1.8	0	9.7	29.4	-0.2	0.1	-0.1	-0.019	-4.1	-4.2	-8.3	-0.3	30	0
2002	Larry Robinson	34	2	10	3.8	0.375	0.5	0	0	23.2	11.6	0	0	0	0	18.6	0	0	0	-0.038	-7.6	-6.6	-14.1	0	30	0
2002	Tracy McGrady	22	76	2912	25.1	0.532	0.178	0.35	5.7	17.3	11.5	25.8	2.1	1.8	9.4	31.1	8.1	3.4	11.5	0.189	5.1	0.5	5.6	5.6	44	0
2002	Darrell Armstrong	33	82	2730	16.7	0.553	0.481	0.248	3.4	9.7	6.5	25.5	3	0.3	16	17.9	5	2.6	7.6	0.134	2.8	0.1	2.9	3.4	44	0
2002	Pat Garrity	25	80	2406	12.3	0.553	0.516	0.095	3.6	12.2	7.8	6.4	1.3	0.8	7.8	16.1	3.4	1.7	5.1	0.101	1.1	-1	0.1	1.3	44	0
2002	Horace Grant	36	76	2210	13.9	0.539	0	0.216	8	16.4	12.2	7.1	1.3	1.6	8.3	12.5	3.6	2	5.6	0.122	-0.6	0.9	0.3	1.3	44	0
2002	Mike Miller	21	63	2123	15	0.542	0.378	0.226	2.6	11.9	7.2	15.2	1.1	0.8	10.9	20.9	3.1	1.3	4.5	0.101	1.5	-1.2	0.3	1.2	44	0
2002	Troy Hudson	25	81	1854	15.3	0.526	0.229	0.247	1.8	7	4.4	23.4	1.6	0.2	15.3	25.8	1.5	0.9	2.5	0.064	0.1	-2.8	-2.8	-0.4	44	0
2002	Monty Williams	30	68	1284	14.7	0.575	0.011	0.37	6.9	13.6	10.2	12	2	0.9	17	17.7	1.6	1.2	2.9	0.107	-0.8	0.1	-0.6	0.4	44	0
2002	Patrick Ewing	39	65	901	14.4	0.497	0.003	0.402	7.4	25.3	16.3	6.3	1.3	3.5	14.2	22.7	0	1.3	1.4	0.073	-4.6	-0.3	-4.9	-0.7	44	0
2002	Don Reid	28	68	714	10.1	0.509	0	0.358	10.1	17.5	13.8	5.8	1.4	4.3	19.7	17.2	0	0.9	0.9	0.062	-3.9	0.9	-3	-0.2	44	0
2002	Andrew DeClercq	28	61	633	10.1	0.474	0	0.336	13	15.8	14.4	5.2	1.9	2.7	16.6	14.5	0.2	0.8	1	0.073	-2.9	0.7	-2.1	0	44	0
