year	player	age	mp	per	ts	3par	ftr	orb	drb	trb	ast	stl	blk	tov	usg	column_s	ows	dws	ws	ws_48	obpm	dbpm	bpm	vorp	game_win	mvp_label
2018	Darius Miller	27	82	1944	9.3	0.617	0.735	0.138	1	7.9	4.6	7.5	0.7	0.7	10.1	12.8	2.1	0.9	3	0.075	0.5	-1.6	-1	0.5	50	0
2018	Walt Lemon	25	5	35	6.9	0.491	0.063	0.188	0	6	3.1	21.1	0	2.3	18.8	26.4	-0.1	0	-0.1	-0.071	-7.5	-4.2	-11.7	-0.1	50	0
2018	Jrue Holiday	27	81	2927	17.8	0.57	0.286	0.191	2.4	10.8	6.8	24.9	2	1.7	13.6	23.1	4.2	2.9	7.1	0.116	1.8	0.3	2.1	3	50	0
2018	Solomon Hill	26	12	187	4.8	0.332	0.512	0.146	5.4	15.1	10.4	14.4	1.8	0.4	17.1	12.2	-0.2	0.2	-0.1	-0.014	-4.4	0.6	-3.8	-0.1	50	0
2018	Cheick Diallo	21	52	581	17	0.619	0	0.375	9.1	29.6	19.7	4.7	0.9	2.9	12	17.4	1.1	0.8	1.9	0.157	-2.8	-0.3	-3.1	-0.2	50	0
2018	Anthony Davis	24	75	2727	28.9	0.612	0.111	0.409	7.7	24.8	16.5	10.8	2	5.6	8.6	30	8.8	4.9	13.7	0.241	2.8	2.3	5.2	4.9	50	0
2018	Jordan Crawford	29	5	53	19.1	0.601	0.519	0.037	4.2	4	4.1	37.7	0.9	1.5	15.4	26.5	0.1	0	0.2	0.15	3.9	-4.8	-0.9	0	50	0
2018	DeMarcus Cousins	27	48	1737	22.6	0.583	0.34	0.456	6.8	30.9	19.2	23	2.2	3.5	18.9	31.9	1.5	3.2	4.7	0.13	1.9	3.6	5.5	3.3	50	0
2018	Charles Cooke	23	13	38	-5.1	0.202	0.571	0.143	0	5.5	2.9	3.2	1.3	0	6.3	18.1	-0.2	0	-0.2	-0.239	-10.8	-3.8	-14.6	-0.1	50	0
2018	Ian Clark	26	74	1455	9.4	0.529	0.394	0.119	0.8	8.4	4.7	10.4	1.1	0.5	9.9	17.2	0.3	0.8	1.1	0.037	-2	-2	-3.9	-0.7	50	0
2018	Tony Allen	36	22	273	8.7	0.514	0.132	0.231	8.2	10.4	9.3	4.6	1.9	0.9	15.9	18.9	-0.2	0.2	0.1	0.017	-4	-1.3	-5.2	-0.2	50	0
2018	Lance Thomas	29	73	1353	6.3	0.513	0.464	0.199	3.6	10.7	7.2	4.2	1.1	0.9	12.1	10.7	0.3	0.6	0.9	0.031	-2.1	-0.5	-2.6	-0.2	42	0
2018	Kristaps Porzingis	22	48	1553	20.4	0.539	0.256	0.309	4.4	18.1	11.3	6.2	1.1	6.4	8.4	31	1.4	1.8	3.2	0.099	-0.5	-0.2	-0.7	0.5	42	0
2018	Kyle O'Quinn	27	77	1387	20	0.625	0.044	0.331	9.7	27.8	18.8	16.8	1.3	6.1	18.5	17	2.7	2.1	4.8	0.166	0.2	4.3	4.5	2.3	42	0
2018	Frank Ntilikina	19	78	1706	7	0.437	0.314	0.136	2.4	9.1	5.8	20	1.9	0.9	19.8	16.9	-2	1.1	-0.9	-0.026	-3.5	-0.5	-3.9	-0.8	42	0
2018	Joakim Noah	32	7	40	15.6	0.51	0	0.4	16.7	22.1	19.4	14	2.5	4.3	25.4	17.2	0	0.1	0.1	0.072	-2.4	3.4	1	0	42	0
2018	Courtney Lee	32	76	2310	13	0.564	0.368	0.164	1.4	9.3	5.4	11.3	1.7	0.6	9.4	16.9	2.7	1.2	3.9	0.082	0.8	-0.7	0	1.2	42	0
2018	Mindaugas Kuzminskas	28	1	2	-41.1	0	0	0	0	0	0	0	0	0	0	43.7	0	0	0	-1.065	-36.6	-12.7	-49.3	0	42	0
2018	Luke Kornet	22	20	326	13.6	0.516	0.632	0.088	3.8	18	10.9	11.6	0.9	4.2	8.5	19	0.2	0.3	0.5	0.077	0.1	0.1	0.2	0.2	42	0
2018	Enes Kanter	25	71	1830	24	0.63	0.003	0.258	16.6	30.6	23.6	9.4	1	1.7	13.3	21.8	5.5	2.1	7.6	0.198	2.4	0.1	2.5	2.1	42	0
2018	Jarrett Jack	34	62	1548	11.5	0.489	0.194	0.169	1.6	12.1	6.8	31.3	1.1	0.2	19.5	16.7	0.5	0.7	1.2	0.036	-1.9	-1.7	-3.5	-0.6	42	0
2018	Isaiah Hicks	23	18	240	6.8	0.501	0.125	0.25	4.6	14.3	9.5	9.5	0.4	1.4	16.7	17.4	-0.1	0.1	0	-0.003	-4.3	-1.4	-5.6	-0.2	42	0
2018	Tim Hardaway	25	57	1885	14.4	0.533	0.479	0.209	1.9	11.3	6.6	12.7	1.6	0.5	9	23.8	1.6	1.1	2.6	0.067	1.7	-1.8	-0.1	0.9	42	0
2018	Damyean Dotson	23	44	474	11.6	0.532	0.422	0.143	2.1	17.5	9.8	9.5	1.3	0.4	9	17.3	0.3	0.3	0.6	0.06	-1.4	-1.7	-3.1	-0.1	42	0
2018	Trey Burke	25	36	785	21	0.563	0.273	0.148	1.8	8.2	5	36.4	1.5	0.4	9.5	25.1	2	0.3	2.4	0.145	4.2	-3.2	1	0.6	42	0
2018	Michael Beasley	29	74	1653	17.8	0.556	0.107	0.197	6.5	21.2	13.9	12.5	1.1	2.3	14	26.9	0.9	1.5	2.4	0.069	-1	-0.4	-1.5	0.2	42	0
2018	Ron Baker	24	29	385	9.3	0.504	0.559	0.441	1.4	7.2	4.3	15.5	3.3	1.3	20.4	10	0.1	0.4	0.5	0.059	-1.9	0.9	-1	0.1	42	0
2018	Russell Westbrook	29	80	2914	24.7	0.524	0.193	0.336	5.6	25.7	15.3	49.8	2.5	0.6	16.4	34.1	5.5	4.5	10.1	0.166	5.1	3.1	8.2	7.5	53	0
2018	Kyle Singler	29	12	59	5.9	0.43	0.238	0.619	1.8	17.5	9.4	4.8	0.8	0	10.1	21.6	-0.1	0	0	-0.031	-7.7	-4.2	-11.8	-0.1	53	0
2018	Andre Roberson	26	39	1037	10.9	0.543	0.222	0.235	7.8	12.2	9.9	6	2.2	3.1	14.4	8.6	0.8	1.3	2.2	0.1	-1.3	2.8	1.5	0.9	53	0
2018	Patrick Patterson	28	82	1270	10	0.555	0.643	0.173	2.7	14.6	8.4	6.1	1.9	1.6	10.3	10.8	1.2	1.4	2.6	0.098	-1.6	0.3	-1.3	0.2	53	0
2018	Dakari Johnson	22	31	161	16.4	0.575	0	0.513	10.7	12.8	11.7	7.2	1.8	4.5	5.9	13.5	0.4	0.2	0.6	0.178	-0.9	1.2	0.3	0.1	53	0
2018	Josh Huestis	26	69	982	5.4	0.417	0.632	0.11	4.6	13.9	9.1	2.7	0.8	4	12	9.5	-0.5	1	0.5	0.024	-4.6	0.7	-3.9	-0.5	53	0
2018	Daniel Hamilton	22	6	28	18.2	0.545	0.455	0	0	20.5	9.9	44.2	1.8	0	15.4	19.9	0.1	0	0.1	0.169	0.8	-2.4	-1.6	0	53	0
2018	Jerami Grant	23	81	1647	16.2	0.607	0.241	0.526	5.6	16.3	10.7	5.1	0.9	4.2	8.8	16	3.5	1.9	5.4	0.156	-0.8	0.2	-0.6	0.6	53	0
2018	Paul George	27	79	2891	18.7	0.57	0.454	0.307	2.7	14.9	8.6	14.5	2.8	1.2	12.2	25.7	5	3.9	8.9	0.147	2.5	0	2.6	3.3	53	0
2018	Terrance Ferguson	19	61	763	7.4	0.545	0.71	0.059	2.7	4.2	3.4	3.4	1.6	1.2	6	10.4	0.7	0.5	1.2	0.077	-1.2	-1.3	-2.5	-0.1	53	0
2018	Raymond Felton	33	82	1365	13	0.494	0.417	0.08	2	11	6.3	22.5	1.8	1.1	11.7	20.4	0.9	1.3	2.2	0.078	-1.1	-1.7	-2.8	-0.3	53	0
2018	PJ Dozier	21	2	3	-5	0.5	0	0	0	38.3	18.5	0	0	0	33.3	42.9	0	0	0	-0.404	-23.5	-10.5	-34	0	53	0
2018	Nick Collison	37	15	75	13.2	0.627	0	0.684	10	19.9	14.8	8.2	0	0	22.1	18.2	0.1	0	0.1	0.064	-3.5	-2.9	-6.5	-0.1	53	0
2018	Carmelo Anthony	33	78	2501	12.7	0.503	0.406	0.165	2.9	17.7	10	6.5	0.9	1.8	7.3	23.2	1.2	2.5	3.7	0.071	-1.9	-1.9	-3.8	-1.1	53	0
2018	Steven Adams	24	76	2487	20.6	0.63	0.003	0.402	16.6	13.9	15.3	5.5	1.8	2.8	13.3	16.7	6.7	3	9.7	0.187	2.2	1.1	3.3	3.3	53	0
2018	Alex Abrines	24	75	1134	9	0.567	0.759	0.158	2.5	8.9	5.6	3.4	1.7	0.6	7.4	12.7	1.3	1	2.2	0.094	-0.5	-1.7	-2.2	-0.1	53	0
2018	Nikola Vucevic	27	57	1683	19.7	0.533	0.243	0.112	6.6	27.8	17.1	19.9	1.6	3	11	25.9	1.3	2.3	3.6	0.102	0.6	2.1	2.7	2	54	0
2018	Marreese Speights	30	52	675	13.7	0.539	0.668	0.158	3.4	18.4	10.8	9.8	0.6	2.6	9.7	26.9	0.1	0.5	0.6	0.045	0.2	-2.9	-2.8	-0.1	54	0
2018	Jonathon Simmons	28	69	2029	12.7	0.555	0.268	0.317	3.3	9.7	6.5	13.3	1.4	0.6	14.4	22	0.8	1.1	1.9	0.045	-1	-1.3	-2.3	-0.2	54	0
2018	Terrence Ross	26	24	600	9.9	0.505	0.487	0.188	1.8	11.6	6.7	9.3	2.2	1.5	12.3	17.3	-0.2	0.5	0.3	0.025	-2.2	0.1	-2.1	0	54	0
2018	Rodney Purvis	23	16	290	4.5	0.423	0.486	0.14	0.4	9.9	5.1	8.5	0.5	0.8	8.1	18.7	-0.4	0.1	-0.3	-0.056	-5	-2.9	-7.9	-0.4	54	0
2018	Adreian Payne	26	5	43	18.8	0.831	0.3	0.6	5.1	18	11.5	0	2.3	0	13.7	15	0.1	0	0.2	0.203	0.1	-4.1	-4.1	0	54	0
2018	Shelvin Mack	27	69	1365	13.3	0.518	0.336	0.234	1.8	11.6	6.7	29.5	1.9	0.5	16.3	17.6	1	1	1.9	0.069	-1.2	-1.2	-2.4	-0.1	54	0
2018	Wesley Iwundu	23	62	1020	7.8	0.48	0.211	0.216	3.9	11	7.4	7.8	1.6	0.9	11.2	11.6	0	0.7	0.7	0.032	-3.7	0.2	-3.5	-0.4	54	0
2018	Jonathan Isaac	20	27	536	9.8	0.465	0.317	0.172	3.3	17.2	10.2	4.8	3	4.5	14.8	15	-0.6	0.8	0.2	0.021	-4.9	3.1	-1.8	0	54	0
2018	Mario Hezonja	22	75	1657	13.7	0.544	0.433	0.17	2.7	16.1	9.3	10	2.4	1.5	11.5	19.9	0.5	1.8	2.3	0.066	-1	0.2	-0.8	0.5	54	0
2018	Aaron Gordon	22	58	1909	16.5	0.53	0.395	0.26	5	21.5	13.2	11.7	1.5	1.9	10	24.7	0.9	2	2.9	0.072	0	0	0	1	54	0
2018	Evan Fournier	25	57	1837	15.5	0.577	0.418	0.216	1.4	9.5	5.4	14.8	1.3	0.7	9.8	23.3	2.4	0.9	3.3	0.087	1.6	-2.1	-0.4	0.7	54	0
2018	Bismack Biyombo	25	82	1495	14.1	0.556	0.003	0.446	10.5	24	17.2	6.5	0.7	5.1	16.6	14.9	1.1	1.8	2.9	0.094	-3.7	2.1	-1.6	0.2	54	0
2018	Khem Birch	25	42	578	16.4	0.582	0	0.484	13.2	21.1	17.1	8.5	1.3	2.9	12.1	13.2	1.2	0.6	1.8	0.15	-1.1	1.4	0.3	0.3	54	0
2018	D.J. Augustin	30	75	1760	15.4	0.615	0.504	0.35	1.9	8.2	5	24.4	1.5	0	16.5	18.6	3.3	0.8	4.1	0.11	1.5	-2.5	-0.9	0.5	54	0
2018	Jamel Artis	25	15	279	6.9	0.457	0.367	0.152	1.6	13.5	7.5	9.3	0.4	0.9	8.7	14.5	-0.1	0.1	0	-0.006	-4.3	-1.5	-5.9	-0.3	54	0
2018	Arron Afflalo	32	53	682	5.8	0.516	0.432	0.16	0.6	10.1	5.3	6.2	0.3	1.1	10.8	12.5	-0.1	0.2	0.1	0.009	-4.1	-1.8	-5.8	-0.7	54	0
2018	James Young	22	6	61	4.6	0.511	0.714	0.429	0	3.4	1.8	4.3	0	0	5.7	12.3	0	0	0.1	0.041	-3	-3.6	-6.6	-0.1	54	0
2018	Ben Simmons	21	81	2732	20	0.557	0.011	0.342	5.9	19.5	13	37.4	2.5	2.1	19.5	22.3	4.2	5	9.2	0.162	1	3.6	4.6	4.6	54	0
2018	Dario Saric	23	78	2310	15.8	0.582	0.448	0.233	7.5	16.4	12.1	13	1.1	0.7	13.1	20.9	3.8	2.8	6.6	0.137	1.6	-0.2	1.4	2	54	0
2018	J.J. Redick	33	70	2116	15.9	0.614	0.523	0.248	0.5	8.3	4.5	15.1	0.8	0.2	9.6	21.7	4.8	1.8	6.6	0.15	2.6	-2.6	0	1.1	54	0
2018	Jacob Pullen	28	3	6	-2.3	0.5	0.5	0	0	0	0	0	0	0	33.3	21.3	0	0	0	-0.21	-10.5	-4.7	-15.2	0	54	0
2018	T.J. McConnell	25	76	1706	12.5	0.545	0.147	0.093	2.4	11.5	7.1	24.5	2.6	0.6	20.4	13.8	1.3	2.5	3.8	0.108	-1.8	1.1	-0.7	0.5	54	0
2018	James Michael McAdoo	25	3	18	7.4	0.508	1	0.286	0	11.5	6	0	0	4.6	11.3	21	0	0	0	0.023	-4.3	-4.4	-8.7	0	54	0
2018	Timothe Luwawu-Cabarrot	22	52	807	7	0.511	0.592	0.217	1.9	7.5	4.8	9.3	0.7	0.5	11.5	17.5	0.1	0.7	0.8	0.046	-2.3	-2.4	-4.7	-0.5	54	0
2018	Furkan Korkmaz	20	14	80	3.4	0.386	0.607	0.143	2.8	11.7	7.4	6.7	1.2	1	6.3	16.9	-0.1	0.1	0	-0.006	-5	-1.8	-6.9	-0.1	54	0
2018	Amir Johnson	30	74	1171	14.9	0.575	0.123	0.327	11.8	18.3	15.2	13.9	1.8	3.1	15.6	12.8	2.1	2	4.1	0.169	-0.2	3.1	2.9	1.5	54	0
2018	Richaun Holmes	24	48	746	17.4	0.585	0.129	0.232	8.6	21.4	15.2	12.3	1.3	3.2	8.6	16.6	1.6	1.3	2.8	0.183	-0.2	1.9	1.7	0.7	54	0
2018	Markelle Fultz	19	14	253	12.4	0.416	0.009	0.189	4.9	13.1	9.2	31.3	2.3	1.3	12.4	23.1	-0.2	0.4	0.2	0.043	-3.8	0.8	-3	-0.1	54	0
2018	Joel Embiid	23	63	1912	22.9	0.573	0.203	0.442	8.4	29.7	19.4	18	1	4.8	15.6	33.4	2.3	3.8	6.2	0.155	0.1	2.5	2.6	2.2	54	0
2018	Robert Covington	27	80	2532	12.9	0.563	0.658	0.163	2.4	15.5	9.2	8.7	2.6	2.4	12.3	17.2	1.6	4.5	6.1	0.116	0.4	2.1	2.5	2.9	54	0
2018	Jerryd Bayless	29	39	925	7.5	0.546	0.557	0.168	1.8	7.3	4.7	8	1.2	0.5	14.1	15.1	0.2	0.9	1.1	0.055	-1.8	-1	-2.7	-0.2	54	0
2018	Justin Anderson	24	38	519	13	0.54	0.51	0.188	5.4	13.6	9.6	7.1	1.4	1.1	6.8	19.3	0.6	0.7	1.2	0.115	-0.5	-1.5	-2	0	54	0
2018	Alan Williams	25	5	70	9.3	0.455	0	0.5	4.5	29.5	16.8	16.3	3.4	1.2	24.2	17.5	-0.1	0.1	0	-0.004	-6.5	2.8	-3.7	0	20	0
2018	T.J. Warren	24	65	2142	17.6	0.541	0.085	0.24	6.1	10.5	8.3	7.2	1.5	1.5	6.7	24.9	2.6	0.8	3.4	0.077	-0.1	-1.7	-1.9	0.1	20	0
2018	Tyler Ulis	22	71	1658	10.1	0.465	0.265	0.183	1.5	6.8	4.1	28	2	0.3	17.6	18.5	-0.7	0.5	-0.2	-0.006	-2.8	-2.4	-5.2	-1.3	20	0
2018	Davon Reed	22	21	242	4.8	0.388	0.5	0.158	0.9	16.6	8.6	7.6	2	0.7	11	16	-0.5	0.2	-0.3	-0.06	-5.8	-1	-6.7	-0.3	20	0
2018	Alec Peters	22	20	225	10.7	0.523	0.784	0.135	3.7	14	8.8	7.9	0.4	0.7	4.9	15.5	0.2	0	0.3	0.055	-0.2	-3.1	-3.3	-0.1	20	0
2018	Alex Len	24	69	1395	19.4	0.612	0.008	0.611	13.2	26.7	19.8	9.1	0.9	3.5	14	17	3.2	1.3	4.5	0.154	-0.3	1.1	0.8	1	20	0
2018	Josh Jackson	20	77	1959	11.8	0.48	0.233	0.299	5.1	14.2	9.6	10.1	2	1.4	12.2	26	-2	1.2	-0.7	-0.018	-3.1	-1.2	-4.3	-1.1	20	0
2018	Danuel House	24	23	403	12.4	0.533	0.45	0.24	3.4	17	10.1	9.4	0.8	1.2	7.2	16.2	0.4	0.1	0.6	0.066	-1.2	-1.5	-2.7	-0.1	20	0
2018	Shaquille Harrison	24	23	384	15.6	0.54	0.21	0.306	2.5	14.7	8.5	22.2	3.2	1.5	13.5	18	0.4	0.4	0.8	0.094	-0.7	0.9	0.2	0.2	20	0
2018	Josh Gray	24	5	86	7.2	0.349	0.317	0.268	2.4	10.1	6.2	20.8	4.5	1.9	13.2	26.1	-0.3	0.1	-0.2	-0.118	-5.9	0.4	-5.5	-0.1	20	0
2018	Jared Dudley	32	48	686	8.8	0.553	0.656	0.287	1.2	13.6	7.3	15.6	1.7	1.3	16.9	10.2	0.5	0.4	0.8	0.058	-1.9	0	-1.9	0	20	0
2018	Troy Daniels	26	79	1622	9.8	0.583	0.797	0.111	0.8	7.7	4.2	4.5	0.8	0.2	8.5	17.2	1.4	0	1.4	0.042	0.7	-3.6	-2.9	-0.4	20	0
2018	Marquese Chriss	20	72	1527	11.1	0.509	0.398	0.331	5.2	22.7	13.8	8.1	1.6	3.7	16.4	18.1	-0.8	1.5	0.7	0.023	-3.3	1.3	-2	0	20	0
2018	Tyson Chandler	35	46	1151	14.2	0.658	0	0.497	12.2	26.8	19.4	6.6	0.7	1.9	20.6	10.6	1.9	0.8	2.7	0.111	-1.3	1	-0.3	0.5	20	0
2018	Devin Booker	21	54	1865	18.1	0.561	0.364	0.312	1.5	12.7	7	24.4	1.2	0.6	13.9	31.7	1.9	0.6	2.4	0.063	2.9	-2.4	0.4	1.2	20	0
2018	Dragan Bender	20	82	2069	7.1	0.524	0.665	0.105	2	16.8	9.3	8.9	0.5	2.1	18.1	12.7	-0.7	0.8	0.1	0.001	-2.7	0	-2.7	-0.4	20	0
2018	Evan Turner	29	79	2034	9.9	0.52	0.229	0.185	1.6	11.4	6.5	12.4	1.1	1.2	13.7	15.6	0.5	2.1	2.6	0.061	-2.4	0.6	-1.8	0.1	46	0
2018	Caleb Swanigan	20	27	189	7.5	0.449	0.133	0.3	8.7	22.3	15.6	10.8	1.3	1.3	20.9	20	-0.3	0.3	0	-0.003	-6	0.6	-5.4	-0.2	46	0
2018	Jusuf Nurkic	23	79	2088	19.2	0.528	0.007	0.287	10	26.9	18.5	11.7	1.5	4.3	14.6	26.4	0.8	3.9	4.7	0.108	-2.6	2.8	0.3	1.2	46	0
2018	Shabazz Napier	26	74	1535	14.2	0.544	0.411	0.26	1.9	10.1	6	14.6	2.6	0.7	13.2	19.5	1.2	2	3.2	0.101	-0.2	0.3	0.2	0.8	46	0
2018	CJ McCollum	26	81	2923	17	0.536	0.316	0.166	2	9.9	6	15.8	1.3	1	8.6	26.5	3.7	2.9	6.6	0.108	1.4	-1	0.4	1.8	46	0
2018	Damian Lillard	27	73	2670	25.2	0.594	0.445	0.38	2.6	10.6	6.6	30.9	1.4	0.8	11.1	30.6	9.9	2.7	12.6	0.227	7.7	-1	6.7	5.9	46	0
2018	Meyers Leonard	25	33	254	17.8	0.676	0.333	0.141	5.2	24.7	15	10.6	1.4	0	10.8	16.1	0.7	0.3	1.1	0.2	1.2	-0.2	0.9	0.2	46	0
2018	Jake Layman	23	35	160	4.9	0.352	0.426	0.064	2.8	8.1	5.5	9.4	1.9	2	9.4	14.6	-0.3	0.2	-0.1	-0.021	-5.3	0.4	-5	-0.1	46	0
2018	Maurice Harkless	24	59	1264	12.6	0.596	0.397	0.199	4	9.9	7	6	1.9	2.8	11	12.6	1.6	1.7	3.2	0.123	-0.2	2	1.8	1.2	46	0
2018	Ed Davis	28	78	1471	15.5	0.607	0.003	0.38	13.7	28.8	21.3	3.9	1.1	2.9	16.2	12.1	2.5	2.5	5	0.164	-1.8	1.8	0	0.7	46	0
2018	Pat Connaughton	25	82	1488	9.3	0.539	0.538	0.113	2.7	9.1	5.9	8.7	0.8	1.2	9.5	13.4	1.2	1.3	2.5	0.08	-0.9	-0.4	-1.3	0.3	46	0
2018	Zach Collins	20	66	1045	7.5	0.475	0.391	0.145	4.7	18.2	11.5	7.1	0.8	2.4	15.9	15.4	-0.7	1.3	0.6	0.03	-4.1	0.9	-3.2	-0.3	46	0
2018	Wade Baldwin	21	7	80	16.6	0.748	0.238	0.476	1.4	9.5	5.5	9.8	1.2	1	13.6	16.1	0.2	0.1	0.3	0.187	1.1	-1.1	0	0	46	0
2018	Al-Farouq Aminu	27	69	2072	12	0.522	0.582	0.137	5.2	22.3	13.8	5.8	1.9	1.6	11.3	14.8	0.9	3.2	4.2	0.097	-0.8	1.9	1.1	1.6	46	0
2018	Garrett Temple	31	65	1615	10.2	0.536	0.477	0.164	1.5	9.6	5.4	11.3	1.8	1.6	13.4	16.4	0.3	0.9	1.2	0.035	-1.3	-0.6	-1.9	0.1	38	0
2018	JaKarr Sampson	24	22	344	13.9	0.585	0.123	0.198	6.7	19.7	12.9	3.9	1.2	6.1	8.3	12.5	0.4	0.4	0.8	0.114	-2.6	1.9	-0.7	0.1	38	0
2018	Zach Randolph	36	59	1508	17.3	0.529	0.193	0.14	7	23.7	15	14.9	1.4	0.6	12.5	27.6	0.3	1.2	1.5	0.048	-0.6	-1.2	-1.8	0.1	38	0
2018	Frank Mason	23	52	984	13	0.48	0.226	0.303	3.3	12.1	7.5	22.7	1.7	1	13.1	22.6	0	0.6	0.5	0.027	-2	-1.4	-3.4	-0.4	38	0
2018	Skal Labissiere	21	60	1240	14.3	0.513	0.111	0.258	8.7	18.1	13.2	9.1	1	3.7	12.5	21.1	0.4	1	1.4	0.054	-2.7	0.1	-2.6	-0.2	38	0
2018	Kosta Koufos	28	71	1391	17.5	0.566	0	0.19	11.7	27.6	19.3	9.7	1.7	2.2	10.4	15.2	2.3	1.5	3.9	0.134	-0.8	1.4	0.5	0.9	38	0
2018	Justin Jackson	22	68	1506	9.2	0.521	0.442	0.086	2	12.6	7.1	7.2	0.9	0.8	8.4	14.2	0.4	0.5	1	0.031	-2	-1.5	-3.5	-0.6	38	0
2018	Buddy Hield	25	80	2024	16.1	0.557	0.437	0.087	3	14.8	8.6	12.8	2.1	1	11.3	24.3	1.3	1.5	2.8	0.067	1.2	-1.4	-0.2	0.9	38	0
2018	De'Aaron Fox	20	73	2026	11.2	0.478	0.192	0.245	1.8	10	5.7	24.6	1.7	0.9	16.4	23.4	-1.7	1.1	-0.6	-0.014	-2.8	-1.5	-4.4	-1.2	38	0
2018	Jack Cooley	26	7	87	19.7	0.566	0	0.704	17.6	21.9	19.6	10.5	0.6	0	7.8	19.8	0.3	0	0.3	0.182	0.9	-2.5	-1.6	0	38	0
2018	Willie Cauley-Stein	24	73	2044	17.6	0.529	0.016	0.32	7	22	14.2	13.7	1.9	3.1	11	21.8	1.7	2.2	3.9	0.092	-1.3	1.7	0.4	1.2	38	0
2018	Vince Carter	41	58	1026	10.8	0.523	0.583	0.131	1.9	15.1	8.2	9.7	2.1	2.4	10.7	14.7	0.3	0.9	1.2	0.056	-1.5	0.4	-1.1	0.2	38	0
2018	Bogdan Bogdanovic	25	78	2175	13.5	0.556	0.426	0.154	1.6	10.5	5.8	18.3	1.7	0.7	13.2	19.6	1.8	1.1	2.9	0.064	0.5	-1.5	-1	0.6	38	0
2018	Derrick White	23	17	139	15.9	0.646	0.394	0.606	4	16.9	10.4	9.3	1.5	1.8	12.6	15.4	0.3	0.2	0.5	0.17	0	0.5	0.5	0.1	17	0
2018	Brandon Paul	26	64	576	7.4	0.504	0.425	0.339	1.1	12	6.5	9	2.2	1	16.6	13.6	-0.3	0.8	0.5	0.045	-3.6	0.9	-2.8	-0.1	17	0
2018	Tony Parker	35	55	1071	12.7	0.498	0.095	0.201	0.7	9.2	4.9	28.2	1.3	0.1	13.9	20.5	0.4	1.1	1.4	0.065	-2.4	-1.7	-4.1	-0.6	17	0
2018	Dejounte Murray	21	81	1743	15.1	0.485	0.056	0.243	7	22.4	14.6	20.2	2.8	1.5	16.6	20.7	-0.2	3.4	3.2	0.087	-2.2	3.4	1.2	1.4	17	0
2018	Patty Mills	29	82	2107	11.8	0.558	0.607	0.173	1.4	6.8	4.1	16	1.3	0.4	12.6	17.8	2	2.1	4.1	0.093	0.9	-1.3	-0.4	0.9	17	0
2018	Kawhi Leonard	26	9	210	26	0.572	0.315	0.342	3.1	19.1	11.1	17.7	4.3	3.6	11.1	30.6	0.3	0.5	0.9	0.196	2.7	3.2	5.9	0.4	17	0
2018	Joffrey Lauvergne	26	55	534	16.5	0.536	0.026	0.247	13	22.6	17.8	12.2	0.9	0.5	13.5	20.4	0.6	0.7	1.3	0.12	-1.4	-0.1	-1.6	0.1	17	0
2018	Darrun Hilliard	24	14	95	3.4	0.362	0.316	0.368	0	8.2	4.1	15.3	1.1	0	15.3	12.3	-0.1	0.1	0	-0.015	-6.2	-1.3	-7.5	-0.1	17	0
2018	Danny Green	30	70	1791	11.4	0.509	0.57	0.116	2.5	13	7.7	8.9	1.8	3.7	11.2	16.6	0.1	2.9	2.9	0.078	-1.1	2.2	1.2	1.4	17	0
2018	Manu Ginobili	40	65	1299	12.9	0.553	0.415	0.283	1.6	10.6	6.1	19.1	1.7	1	16.8	21.5	0.6	1.6	2.2	0.082	-0.5	-0.5	-1	0.3	17	0
2018	Rudy Gay	31	57	1231	18	0.545	0.22	0.27	6.8	19.5	13.1	9.8	1.9	2.6	11.5	24.6	1	2.1	3.1	0.122	-0.7	1	0.3	0.7	17	0
2018	Pau Gasol	37	77	1812	18.9	0.539	0.191	0.333	7.8	30.2	19	20.1	0.7	3.6	13.1	20.4	2.7	3.3	6	0.159	-0.1	3.3	3.2	2.4	17	0
2018	Bryn Forbes	24	80	1517	9.1	0.525	0.459	0.145	0.9	7.2	4	7.8	0.9	0.1	6.5	16.7	0.8	1.3	2.1	0.067	-1.2	-1.9	-3.1	-0.4	17	0
2018	Matt Costello	24	4	32	9.7	0.5	0	0	3.4	27.9	15.6	8.3	3.2	5.2	20	7	0	0.1	0.1	0.127	-5	6.6	1.6	0	17	0
2018	Davis Bertans	25	77	1086	14.1	0.588	0.689	0.134	1.8	13.9	7.8	10.3	1.2	2.1	8.5	17.4	1.6	1.4	3.1	0.135	1.2	-0.3	1	0.8	17	0
2018	Kyle Anderson	24	74	1978	15.9	0.582	0.13	0.333	4.7	17.6	11.1	14.7	2.9	2.5	15.8	13.5	2.4	3.8	6.2	0.151	-0.3	4.3	4.1	3	17	0
2018	LaMarcus Aldridge	32	75	2509	25	0.57	0.068	0.296	10.8	17.3	14	11.3	0.9	3	6.8	29.1	7.4	3.5	10.9	0.209	3	0.3	3.3	3.3	17	0
2018	Delon Wright	25	69	1433	16.5	0.574	0.354	0.271	3.6	11.7	7.7	19.6	2.5	1.8	13.9	17.2	2.5	2.1	4.5	0.152	1.2	1.6	2.8	1.7	62	0
2018	Fred VanVleet	23	76	1520	15.9	0.556	0.479	0.185	1.9	11.5	6.8	22.8	2.2	1	11.2	19.1	2.7	2	4.7	0.149	1.9	0.1	1.9	1.5	62	0
