,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
762,72-73,02.29%,02.57%,沃尔特-弗雷泽,78, ,40.8,49.0%,8.7,17.8, , , ,81.7%,3.7,4.5,7.3, , ,5.9, , , ,2.4,21.1
763,72-73,02.29%,02.57%,斯宾瑟-海伍德,77, ,42.3,47.6%,11.5,24.3, , , ,83.9%,6.1,7.3,12.9, , ,2.5, , , ,2.8,29.2
764,72-73,01.14%,02.12%,内特-瑟蒙德,79, ,43.3,44.6%,6.5,14.7, , , ,71.8%,4.0,5.6,17.1, , ,3.5, , , ,3.0,17.1
765,72-73,00.57%,01.16%,埃尔文-海耶斯,81, ,41.3,44.4%,8.8,19.8, , , ,67.1%,3.6,5.4,14.5, , ,1.6, , , ,2.9,21.2
766,72-73,00.00%,00.58%,鲍伯-乐福,82, ,37.0,43.1%,9.4,21.9, , , ,82.4%,4.2,5.1,6.5, , ,1.5, , , ,2.9,23.1
767,72-73,00.00%,00.58%,戴夫-德布斯切尔,77, ,36.7,43.5%,6.9,15.9, , , ,74.6%,2.5,3.4,10.2, , ,3.4, , , ,2.8,16.3
768,72-73,00.00%,00.39%,埃尔摩尔-史密斯,76, ,37.2,48.2%,7.9,16.4, , , ,55.8%,2.5,4.4,12.4, , ,2.5, , , ,3.9,18.3
769,72-73,00.57%,00.32%,鲍伯-兰尼尔,81, ,38.9,49.0%,10.0,20.4, , , ,77.3%,3.8,4.9,14.9, , ,3.2, , , ,3.4,23.8
770,72-73,00.57%,00.32%,韦斯-昂塞尔德,79, ,39.1,49.3%,5.3,10.8, , , ,70.3%,1.9,2.7,15.9, , ,4.4, , , ,2.1,12.5
771,72-73,00.00%,00.19%,兰尼-威尔肯斯,75, ,39.6,44.9%,7.6,17.0, , , ,82.8%,5.3,6.3,4.6, , ,8.4, , , ,2.9,20.5
772,72-73,00.00%,00.19%,西德尼-威克斯,80, ,39.4,45.2%,9.5,21.1, , , ,72.3%,4.8,6.6,10.9, , ,5.5, , , ,3.2,23.8
773,72-73,00.00%,00.06%,鲁西斯-阿伦,80, ,33.7,48.4%,6.8,14.1, , , ,71.5%,1.8,2.5,3.5, , ,5.3, , , ,2.4,15.5
774,72-73,00.00%,00.06%,里克-巴里,82, ,37.5,45.2%,9.0,19.9, , , ,90.2%,4.4,4.8,8.9, , ,4.9, , , ,3.0,22.3
775,72-73,00.00%,00.06%,戴夫-宾,82, ,41.0,44.8%,8.4,18.8, , , ,81.4%,5.6,6.8,3.6, , ,7.8, , , ,2.8,22.4
776,72-73,00.00%,00.06%,卢-哈德森,75, ,40.4,47.7%,10.9,22.8, , , ,82.5%,5.3,6.4,6.2, , ,3.4, , , ,2.6,27.1
777,71-72,49.39%,42.04%,卡里姆-贾巴尔,81, ,44.2,57.4%,14.3,24.9, , , ,68.9%,6.2,9.0,16.6, , ,4.6, , , ,2.9,34.8
778,71-72,26.83%,28.44%,杰里-韦斯特,77, ,38.6,47.7%,9.5,20.0, , , ,81.4%,6.7,8.2,4.2, , ,9.7, , , ,2.7,25.8
779,71-72,21.95%,21.27%,威尔特-张伯伦,82, ,42.3,64.9%,6.0,9.3, , , ,42.2%,2.7,6.4,19.2, , ,4.0, , , ,2.4,14.8
780,71-72,00.61%,04.70%,约翰-哈福利切克,82, ,45.1,45.8%,10.9,23.9, , , ,83.4%,5.6,6.7,8.2, , ,7.5, , , ,2.2,27.5
781,71-72,01.22%,03.55%,斯宾瑟-海伍德,73, ,43.4,46.1%,9.8,21.3, , , ,81.9%,6.6,8.0,12.7, , ,2.0, , , ,2.8,26.2
782,70-71,86.93%,60.43%,卡里姆-贾巴尔,82, ,40.1,57.7%,13.0,22.5, , , ,69.0%,5.7,8.3,16.0, , ,3.3, , , ,3.2,31.7
783,70-71,02.61%,14.37%,杰里-韦斯特,69, ,41.2,49.4%,9.7,19.6, , , ,83.2%,7.6,9.1,4.6, , ,9.5, , , ,2.6,26.9
784,70-71,03.92%,10.30%,戴夫-宾,82, ,37.4,46.7%,9.7,20.9, , , ,79.7%,7.5,9.4,4.4, , ,5.0, , , ,2.8,27.0
785,70-71,03.27%,09.44%,威利斯-里德,73, ,39.1,46.2%,8.4,18.2, , , ,78.5%,4.1,5.2,13.7, , ,2.0, , , ,3.1,20.9
786,70-71,03.27%,05.45%,奥斯卡-罗波特森,81, ,39.4,49.6%,7.3,14.7, , , ,85.0%,4.8,5.6,5.7, , ,8.2, , , ,2.5,19.4
787,69-70,40.67%,35.72%,威利斯-里德,81, ,38.1,50.7%,8.7,17.1, , , ,75.6%,4.3,5.7,13.9, , ,2.0, , , ,3.5,21.7
788,69-70,34.00%,32.78%,杰里-韦斯特,74, ,42.0,49.7%,11.2,22.6, , , ,82.4%,8.7,10.6,4.6, , ,7.5, , , ,2.2,31.2
789,69-70,20.00%,24.03%,卡里姆-贾巴尔,82, ,43.1,51.8%,11.4,22.1, , , ,65.3%,5.9,9.1,14.5, , ,4.1, , , ,3.5,28.8
790,69-70,02.67%,03.59%,沃尔特-弗雷泽,77, ,39.5,51.8%,7.8,15.0, , , ,74.8%,5.3,7.1,6.0, , ,8.2, , , ,2.6,20.9
791,69-70,01.33%,01.94%,比利-康宁汉姆,81, ,39.4,46.9%,9.9,21.1, , , ,72.9%,6.3,8.6,13.6, , ,4.3, , , ,4.1,26.1
792,69-70,01.33%,01.94%,康尼尔-霍金斯,81, ,40.9,49.0%,8.8,17.9, , , ,77.9%,7.1,9.1,10.4, , ,4.8, , , ,3.5,24.6
793,68-69,51.46%,40.84%,韦斯-昂塞尔德,82, ,36.2,47.6%,5.2,10.9, , , ,60.5%,3.4,5.6,18.2, , ,2.6, , , ,3.4,13.8
794,68-69,17.48%,18.05%,威利斯-里德,82, ,37.9,52.1%,8.6,16.5, , , ,74.7%,4.0,5.3,14.5, , ,2.3, , , ,3.8,21.1
795,68-69,14.56%,17.13%,比利-康宁汉姆,82, ,40.8,42.6%,9.0,21.2, , , ,73.7%,6.8,9.2,12.8, , ,3.5, , , ,4.0,24.8
796,68-69,10.68%,12.25%,比尔-拉塞尔,77, ,42.7,43.3%,3.6,8.4, , , ,52.6%,2.6,5.0,19.3, , ,4.9, , , ,3.0,9.9
797,68-69,05.83%,11.73%,埃尔金-贝勒,76, ,40.3,44.7%,9.6,21.5, , , ,74.3%,5.5,7.5,10.6, , ,5.4, , , ,2.7,24.8
798,67-68,65.19%,47.15%,威尔特-张伯伦,82, ,46.8,59.5%,10.0,16.8, , , ,38.0%,4.3,11.4,23.8, , ,8.6, , , ,2.0,24.3
799,67-68,19.26%,20.21%,兰尼-威尔肯斯,82, ,38.6,43.8%,6.7,15.2, , , ,76.8%,6.7,8.7,5.3, , ,8.3, , , ,3.1,20.0
800,67-68,06.67%,12.07%,埃尔金-贝勒,77, ,39.3,44.3%,9.8,22.2, , , ,78.6%,6.3,8.1,12.2, , ,4.6, , , ,3.0,26.0
801,67-68,06.67%,11.88%,戴夫-宾,79, ,40.6,44.1%,10.6,24.0, , , ,70.7%,6.0,8.5,4.7, , ,6.4, , , ,3.2,27.1
802,67-68,02.22%,08.70%,奥斯卡-罗波特森,65, ,42.5,50.0%,10.2,20.3, , , ,87.3%,8.9,10.2,6.0, , ,9.7, , , ,3.1,29.2
803,66-67,76.19%,51.93%,威尔特-张伯伦,81, ,45.5,68.3%,9.7,14.2, , , ,44.1%,4.8,10.8,24.2, , ,7.8, , , ,1.8,24.1
804,66-67,14.29%,19.88%,内特-瑟蒙德,65, ,42.5,43.7%,7.2,16.4, , , ,62.9%,4.3,6.8,21.3, , ,2.6, , , ,2.8,18.7
805,66-67,04.76%,11.23%,比尔-拉塞尔,81, ,40.7,45.4%,4.9,10.7, , , ,61.0%,3.5,5.8,21.0, , ,5.8, , , ,3.2,13.3
806,66-67,02.86%,10.88%,奥斯卡-罗波特森,79, ,43.9,49.3%,10.6,21.5, , , ,87.3%,9.3,10.7,6.2, , ,10.7, , , ,2.9,30.5
807,66-67,01.90%,06.08%,里克-巴里,78, ,40.7,45.1%,13.0,28.7, , , ,88.4%,9.7,10.9,9.2, , ,3.6, , , ,3.3,35.6
808,65-66,53.93%,38.84%,威尔特-张伯伦,79, ,47.3,54.0%,13.6,25.2, , , ,51.3%,6.3,12.4,24.6, , ,5.2, , , ,2.2,33.5
809,65-66,17.98%,21.67%,杰里-韦斯特,79, ,40.7,47.3%,10.4,21.9, , , ,86.0%,10.6,12.4,7.1, , ,6.1, , , ,3.1,31.3
810,65-66,15.73%,19.96%,奥斯卡-罗波特森,76, ,46.0,47.5%,10.8,22.7, , , ,84.2%,9.8,11.6,7.7, , ,11.1, , , ,3.0,31.3
811,65-66,07.87%,14.81%,比尔-拉塞尔,78, ,43.4,41.5%,5.0,12.1, , , ,55.1%,2.9,5.2,22.8, , ,4.8, , , ,2.8,12.9
812,65-66,02.25%,02.36%,萨姆-琼斯,67, ,32.2,46.9%,9.3,19.9, , , ,79.9%,4.9,6.1,5.2, , ,3.2, , , ,2.5,23.5
813,65-66,02.25%,02.36%,杰里-卢卡斯,79, ,44.5,45.3%,8.7,19.3, , , ,78.7%,4.0,5.1,21.1, , ,2.7, , , ,3.5,21.5
814,64-65,53.54%,53.54%,比尔-拉塞尔,78, ,44.4,43.8%,5.5,12.6, , , ,57.3%,3.1,5.5,24.1, , ,5.3, , , ,2.6,14.1
815,64-65,21.21%,21.21%,奥斯卡-罗波特森,75, ,45.6,48.0%,10.8,22.4, , , ,83.9%,8.9,10.6,9.0, , ,11.5, , , ,2.7,30.4
816,64-65,20.20%,20.20%,杰里-韦斯特,74, ,41.4,49.7%,11.1,22.4, , , ,82.1%,8.8,10.7,6.0, , ,4.9, , , ,3.0,31.0
817,64-65,04.04%,04.04%,萨姆-琼斯,80, ,36.1,45.2%,10.3,22.7, , , ,82.0%,5.4,6.5,5.1, , ,2.8, , , ,2.2,25.9
818,64-65,01.01%,01.01%,威尔特-张伯伦,73, ,45.2,51.0%,14.6,28.5, , , ,46.4%,5.6,12.1,22.9, , ,3.4, , , ,2.0,34.7
819,63-64,62.50%,41.90%,奥斯卡-罗波特森,79, ,45.1,48.3%,10.6,22.0, , , ,85.3%,10.1,11.9,9.9, , ,11.0, , , ,3.5,31.4
820,63-64,19.79%,24.88%,威尔特-张伯伦,80, ,46.1,52.4%,15.1,28.7, , , ,53.1%,6.8,12.7,22.3, , ,5.0, , , ,2.3,36.9
821,63-64,11.46%,19.33%,比尔-拉塞尔,78, ,44.6,43.3%,6.0,13.8, , , ,55.0%,3.0,5.5,24.7, , ,4.7, , , ,2.4,15.0
822,63-64,04.17%,07.99%,鲍勃-佩蒂特,80, ,41.2,46.3%,9.9,21.4, , , ,78.9%,7.6,9.6,15.3, , ,3.2, , , ,3.8,27.4
823,63-64,02.08%,04.51%,杰里-韦斯特,72, ,40.4,48.4%,10.3,21.2, , , ,83.2%,8.1,9.8,6.0, , ,5.6, , , ,2.8,28.7
824,63-64,00.00%,00.35%,盖斯-约翰逊,78, ,36.5,43.0%,7.3,17.0, , , ,65.8%,2.7,4.1,13.6, , ,2.2, , , ,4.1,17.3
825,63-64,00.00%,00.35%,豪尔-格瑞尔,80, ,39.5,44.4%,8.9,20.1, , , ,82.9%,5.4,6.6,6.1, , ,4.7, , , ,3.6,23.3
826,63-64,00.00%,00.35%,埃尔金-贝勒,78, ,40.6,42.5%,9.7,22.8, , , ,80.4%,6.0,7.5,12.0, , ,4.4, , , ,3.0,25.4
827,63-64,00.00%,00.12%,维恩-埃布里,80, ,36.4,45.8%,7.0,15.2, , , ,65.0%,3.4,5.2,11.6, , ,1.4, , , ,4.1,17.3
828,63-64,00.00%,00.12%,萨姆-琼斯,76, ,31.3,45.0%,8.1,17.9, , , ,78.3%,3.3,4.2,4.6, , ,2.7, , , ,2.5,19.4
829,63-64,00.00%,00.12%,杰里-卢卡斯,79, ,41.4,52.7%,6.9,13.1, , , ,77.9%,3.9,5.0,17.4, , ,2.6, , , ,3.8,17.7
830,62-63,58.95%,38.19%,比尔-拉塞尔,78, ,44.9,43.2%,6.6,15.2, , , ,55.5%,3.7,6.6,23.6, , ,4.5, , , ,2.4,16.8
831,62-63,20.00%,24.75%,埃尔金-贝勒,80, ,42.1,45.3%,12.9,28.4, , , ,83.7%,8.3,9.9,14.3, , ,4.8, , , ,2.8,34.0
832,62-63,13.68%,21.39%,奥斯卡-罗波特森,80, ,44.0,51.8%,10.3,19.9, , , ,81.0%,7.7,9.5,10.4, , ,9.5, , , ,3.7,28.3
833,62-63,03.16%,09.41%,鲍勃-佩蒂特,79, ,39.1,44.6%,9.8,22.1, , , ,77.4%,8.7,11.2,15.1, , ,3.1, , , ,3.6,28.4
834,62-63,02.11%,02.13%,杰里-韦斯特,55, ,39.3,46.1%,10.2,22.1, , , ,77.8%,6.7,8.7,7.0, , ,5.6, , , ,2.7,27.1
835,62-63,01.05%,01.46%,里德-科尔,80, ,32.0,47.4%,6.3,13.4, , , ,75.3%,3.0,4.0,13.0, , ,2.7, , , ,2.6,15.7
836,62-63,00.00%,01.01%,威尔特-张伯伦,80, ,47.6,52.8%,18.3,34.6, , , ,59.3%,8.3,13.9,24.3, , ,3.4, , , ,1.7,44.8
837,62-63,01.05%,00.56%,特里·狄辛格,57, ,40.2,51.2%,9.2,18.0, , , ,77.0%,7.1,9.2,8.0, , ,3.1, , , ,3.3,25.5
838,62-63,00.00%,00.56%,鲍勃-库西,76, ,26.0,39.7%,5.2,13.0, , , ,73.5%,2.9,3.9,2.5, , ,6.8, , , ,2.3,13.2
839,62-63,00.00%,00.34%,约翰-哈福利切克,80, ,27.5,44.5%,6.0,13.6, , , ,72.8%,2.2,3.0,6.7, , ,2.2, , , ,2.4,14.3
840,62-63,00.00%,00.11%,约翰-巴恩希尔,77, ,35.0,43.0%,4.7,10.9, , , ,71.0%,2.4,3.3,4.7, , ,4.2, , , ,2.2,11.7
841,62-63,00.00%,00.11%,沃尔特-贝拉米,80, ,41.3,52.7%,10.5,19.9, , , ,67.4%,6.9,10.3,16.4, , ,2.9, , , ,3.5,27.9
842,61-62,60.00%,38.82%,比尔-拉塞尔,76, ,45.2,45.7%,7.6,16.6, , , ,59.5%,3.8,6.3,23.6, , ,4.5, , , ,2.7,18.9
843,61-62,10.59%,19.87%,威尔特-张伯伦,80, ,48.5,50.6%,20.0,39.5, , , ,61.3%,10.4,17.0,25.7, , ,2.4, , , ,1.5,50.4
844,61-62,15.29%,17.65%,奥斯卡-罗波特森,79, ,44.3,47.8%,11.0,22.9, , , ,80.3%,8.9,11.0,12.5, , ,11.4, , , ,3.3,30.8
845,61-62,03.53%,10.72%,埃尔金-贝勒,48, ,44.4,42.8%,14.2,33.1, , , ,75.4%,9.9,13.1,18.6, , ,4.6, , , ,3.2,38.3
846,61-62,07.06%,07.84%,杰里-韦斯特,75, ,41.2,44.5%,10.7,23.9, , , ,76.9%,9.5,12.3,7.9, , ,5.4, , , ,2.3,30.8
847,61-62,02.35%,04.05%,鲍勃-佩蒂特,78, ,42.1,45.0%,11.1,24.7, , , ,77.1%,8.9,11.6,18.7, , ,3.7, , , ,3.8,31.1
848,61-62,01.18%,00.65%,里切尔-盖兰,78, ,42.9,44.2%,10.8,24.3, , , ,82.0%,8.0,9.8,6.4, , ,6.9, , , ,3.8,29.5
849,61-62,00.00%,00.39%,鲍勃-库西,75, ,28.2,39.1%,6.2,15.7, , , ,75.4%,3.3,4.4,3.5, , ,7.8, , , ,1.8,15.7
850,60-61,46.67%,31.70%,比尔-拉塞尔,78, ,44.3,42.6%,6.8,16.0, , , ,55.0%,3.3,6.0,23.9, , ,3.4, , , ,2.0,16.9
851,60-61,18.67%,18.60%,鲍勃-佩蒂特,76, ,39.8,44.7%,10.1,22.6, , , ,72.4%,7.7,10.6,20.3, , ,3.4, , , ,2.9,27.9
852,60-61,13.33%,17.26%,埃尔金-贝勒,73, ,42.9,43.0%,12.8,29.7, , , ,78.3%,9.3,11.8,19.8, , ,5.1, , , ,3.8,34.8
853,60-61,04.00%,12.05%,威尔特-张伯伦,79, ,47.8,50.9%,15.8,31.1, , , ,50.4%,6.7,13.3,27.2, , ,1.9, , , ,1.6,38.4
854,60-61,09.33%,10.42%,奥斯卡-罗波特森,71, ,42.7,47.3%,10.6,22.5, , , ,82.2%,9.2,11.2,10.1, , ,9.7, , , ,3.1,30.5
855,60-61,04.00%,02.23%,汤姆-海恩索恩,74, ,30.5,40.0%,8.5,21.2, , , ,76.7%,4.4,5.7,9.9, , ,1.9, , , ,3.5,21.3
856,60-61,01.33%,01.79%,多尔夫-谢伊斯,79, ,38.1,37.2%,7.5,20.2, , , ,86.8%,8.6,9.9,12.2, , ,3.7, , , ,3.7,23.6
857,60-61,01.33%,01.34%,拜利-霍维尔,77, ,38.3,46.9%,7.9,16.8, , , ,75.3%,7.8,10.4,14.4, , ,2.5, , , ,3.9,23.6
858,60-61,00.00%,01.19%,杰纳-苏,78, ,43.1,42.1%,8.3,19.8, , , ,85.6%,6.0,7.0,4.3, , ,6.8, , , ,2.7,22.6
859,60-61,00.00%,00.89%,杰克-特威曼,79, ,37.0,48.8%,10.1,20.7, , , ,73.1%,5.1,7.0,8.5, , ,2.8, , , ,3.5,25.3
860,60-61,01.33%,00.74%,杰里-韦斯特,79, ,35.4,41.9%,6.7,16.0, , , ,66.6%,4.2,6.3,7.7, , ,4.2, , , ,2.7,17.6
861,60-61,00.00%,00.60%,克莱德-拉福莱特,67, ,31.5,45.3%,8.9,19.7, , , ,83.0%,4.1,4.9,10.1, , ,2.6, , , ,3.7,22.0
862,60-61,00.00%,00.45%,克里夫-哈根,77, ,35.1,44.4%,8.6,19.4, , , ,82.0%,5.0,6.1,9.3, , ,4.9, , , ,3.7,22.1
863,60-61,00.00%,00.30%,里切尔-盖兰,79, ,38.3,39.6%,7.7,19.6, , , ,79.2%,6.3,7.9,7.9, , ,6.4, , , ,3.9,21.8
864,60-61,00.00%,00.15%,保罗-阿里金,79, ,37.2,42.5%,8.2,19.4, , , ,83.3%,6.7,8.1,8.6, , ,2.4, , , ,4.2,23.2
865,60-61,00.00%,00.15%,威利-诺尔斯,79, ,37.7,42.8%,9.3,21.8, , , ,81.6%,4.7,5.8,13.4, , ,2.4, , , ,3.4,23.4
866,60-61,00.00%,00.15%,Kenny Sears,52, ,26.8,42.4%,4.6,10.9, , , ,82.5%,5.2,6.3,5.6, , ,2.0, , , ,3.2,14.4
867,59-60,65.33%,37.97%,威尔特-张伯伦,72, ,46.4,46.1%,14.8,32.1, , , ,58.2%,8.0,13.8,27.0, , ,2.3, , , ,2.1,37.6
868,59-60,20.00%,26.16%,比尔-拉塞尔,74, ,42.5,46.7%,7.5,16.1, , , ,61.2%,3.2,5.3,24.0, , ,3.7, , , ,2.8,18.2
869,59-60,04.00%,14.91%,鲍勃-佩蒂特,72, ,40.2,43.8%,9.3,21.2, , , ,75.3%,7.6,10.0,17.0, , ,3.6, , , ,2.8,26.1
870,59-60,05.33%,09.28%,鲍勃-库西,75, ,34.5,38.4%,7.6,19.7, , , ,79.2%,4.3,5.4,4.7, , ,9.5, , , ,1.9,19.4
871,59-60,02.67%,05.63%,埃尔金-贝勒,70, ,41.0,42.4%,10.8,25.4, , , ,73.2%,8.1,11.0,16.4, , ,3.5, , , ,3.3,29.6
872,59-60,00.00%,01.13%,杰克-特威曼,75, ,40.3,42.2%,11.6,27.5, , , ,78.5%,8.0,10.2,8.9, , ,3.5, , , ,3.7,31.2
873,59-60,00.00%,00.98%,杰纳-苏,75, ,44.5,41.3%,8.3,20.0, , , ,87.2%,6.3,7.2,5.5, , ,3.9, , , ,1.9,22.8
874,59-60,00.00%,00.84%,多尔夫-谢伊斯,75, ,36.5,40.1%,7.7,19.2, , , ,89.3%,7.1,8.0,12.8, , ,3.4, , , ,3.5,22.5
875,59-60,01.33%,00.84%,汤姆-古拉,75, ,38.3,43.3%,5.7,13.1, , , ,79.4%,3.6,4.5,10.4, , ,5.5, , , ,4.1,15.0
876,59-60,01.33%,00.70%,汤姆-海恩索恩,75, ,32.3,42.3%,9.0,21.2, , , ,73.3%,3.8,5.1,10.6, , ,2.3, , , ,3.7,21.7
877,59-60,00.00%,00.56%,沃尔特-杜克斯,66, ,32.4,36.1%,4.8,13.2, , , ,74.0%,5.7,7.7,13.4, , ,1.2, , , ,4.7,15.2
878,59-60,00.00%,00.42%,里切尔-盖兰,74, ,32.8,42.0%,7.8,18.6, , , ,77.3%,6.2,8.0,6.8, , ,6.3, , , ,3.3,21.8
879,59-60,00.00%,00.42%,威利-诺尔斯,65, ,34.6,42.8%,8.5,19.8, , , ,83.6%,4.4,5.3,14.2, , ,2.1, , , ,3.3,21.4
880,59-60,00.00%,00.14%,克里夫-哈根,75, ,37.3,46.4%,9.6,20.7, , , ,80.3%,5.6,7.0,10.7, , ,4.0, , , ,3.6,24.8
881,58-59,71.95%,42.84%,鲍勃-佩蒂特,72, ,39.9,43.8%,10.0,22.8, , , ,75.9%,9.3,12.2,16.4, , ,3.1, , , ,2.8,29.2
882,58-59,12.20%,19.46%,比尔-拉塞尔,70, ,42.6,45.7%,6.5,14.2, , , ,59.8%,3.7,6.1,23.0, , ,3.2, , , ,2.3,16.7
883,58-59,02.44%,11.89%,埃尔金·贝勒,70, ,40.8,40.8%,8.6,21.2, , , ,77.7%,7.6,9.8,15.0, , ,4.1, , , ,3.9,24.9
884,58-59,04.88%,09.59%,鲍勃-库西,65, ,37.0,38.4%,7.4,19.4, , , ,85.5%,5.1,5.9,5.5, , ,8.6, , , ,2.1,20.0
885,58-59,01.22%,05.27%,保罗-阿里金,70, ,40.0,43.1%,9.0,20.9, , , ,81.3%,8.4,10.3,9.1, , ,1.7, , , ,3.8,26.4
886,58-59,01.22%,03.51%,多尔夫-谢伊斯,72, ,36.7,38.7%,7.0,18.1, , , ,86.4%,7.3,8.5,13.4, , ,2.5, , , ,3.9,21.3
887,58-59,03.66%,02.03%,拉里-科斯特洛,70, ,39.3,43.7%,5.9,13.5, , , ,80.2%,4.0,5.0,5.2, , ,5.4, , , ,3.8,15.8
888,58-59,01.22%,01.62%,Kenny Sears,71, ,35.2,49.0%,6.9,14.1, , , ,86.1%,7.1,8.3,9.3, , ,1.9, , , ,3.3,21.0
889,58-59,01.22%,01.49%,克里夫-哈根,72, ,37.5,45.6%,9.0,19.7, , , ,77.4%,5.8,7.4,10.9, , ,3.4, , , ,3.8,23.7
890,58-59,00.00%,00.95%,杰克-特威曼,72, ,37.7,42.0%,9.9,23.5, , , ,78.3%,6.1,7.8,9.1, , ,2.9, , , ,3.8,25.8
891,58-59,00.00%,00.41%,汤姆-古拉,64, ,36.5,40.1%,4.8,12.1, , , ,78.7%,4.4,5.6,11.1, , ,4.2, , , ,3.8,14.1
892,58-59,00.00%,00.41%,里切尔-盖兰,71, ,36.0,42.4%,6.2,14.7, , , ,80.2%,5.7,7.1,7.3, , ,5.1, , , ,3.6,18.2
893,58-59,00.00%,00.41%,迪克-马克圭尔,71, ,29.1,42.7%,3.3,7.6, , , ,74.0%,2.7,3.6,4.0, , ,6.2, , , ,2.1,9.2
894,58-59,00.00%,00.14%,杰纳-苏,72, ,38.1,38.8%,6.4,16.6, , , ,80.3%,4.7,5.8,4.7, , ,3.2, , , ,1.8,17.6
895,57-58,41.25%,33.19%,比尔-拉塞尔,69, ,38.3,44.2%,6.6,15.0, , , ,51.9%,3.3,6.4,22.7, , ,2.9, , , ,2.6,16.6
896,57-58,31.25%,28.82%,多尔夫-谢伊斯,72, ,40.5,39.8%,8.1,20.3, , , ,90.4%,8.7,9.7,14.2, , ,3.1, , , ,3.4,24.9
897,57-58,15.00%,17.47%,乔治-亚德利,72, ,39.5,41.4%,9.3,22.6, , , ,81.1%,9.1,11.2,10.7, , ,1.3, , , ,3.1,27.8
898,57-58,05.00%,10.33%,鲍勃-佩蒂特,70, ,36.1,41.0%,8.3,20.3, , , ,74.9%,8.0,10.6,17.4, , ,2.2, , , ,3.2,24.6
899,57-58,02.50%,04.08%,莫里斯-斯托克斯,63, ,39.0,35.1%,6.6,18.7, , , ,71.5%,3.8,5.3,18.1, , ,6.4, , , ,3.6,16.9
900,57-58,02.50%,01.60%,鲍勃-库西,65, ,34.2,35.3%,6.8,19.4, , , ,85.0%,4.3,5.0,5.0, , ,7.1, , , ,2.1,18.0
901,57-58,02.50%,01.60%,比尔-沙尔曼,63, ,35.1,42.4%,8.7,20.6, , , ,89.3%,4.8,5.4,4.7, , ,2.7, , , ,2.5,22.3
902,57-58,00.00%,01.16%,保罗-阿里金,68, ,35.0,39.3%,7.1,18.1, , , ,80.9%,6.5,8.0,7.4, , ,2.0, , , ,3.5,20.7
903,57-58,00.00%,00.58%,沃尔特-杜克斯,72, ,30.3,34.9%,3.9,11.1, , , ,67.5%,3.4,5.1,13.3, , ,0.7, , , ,4.3,11.2
904,57-58,00.00%,00.44%,沃恩-米克尔森,72, ,33.2,41.0%,6.1,14.9, , , ,78.6%,5.1,6.5,11.2, , ,2.3, , , ,4.2,17.3
905,57-58,00.00%,00.29%,克里夫-哈根,70, ,31.3,44.3%,7.2,16.2, , , ,76.8%,5.5,7.2,10.1, , ,2.5, , , ,3.8,19.9
906,57-58,00.00%,00.15%,奈伊尔-约翰斯顿,71, ,33.9,42.9%,6.7,15.5, , , ,81.9%,6.2,7.6,11.1, , ,2.3, , , ,3.3,19.5
907,57-58,00.00%,00.15%,克莱德-拉福莱特,71, ,36.5,44.1%,9.6,21.7, , , ,74.3%,4.2,5.7,12.1, , ,1.9, , , ,3.3,23.4
908,57-58,00.00%,00.15%,Kenny Sears,72, ,37.3,43.9%,6.2,14.1, , , ,82.2%,6.3,7.6,10.9, , ,1.8, , , ,3.5,18.6
909,56-57,36.47%,36.47%,鲍勃-库西,64, ,36.9,37.8%,7.5,19.8, , , ,82.1%,5.7,6.9,4.8, , ,7.5, , , ,2.1,20.6
910,56-57,23.53%,23.53%,鲍勃-佩蒂特,71, ,35.1,41.5%,8.6,20.8, , , ,77.3%,7.5,9.6,14.6, , ,1.9, , , ,2.5,24.7
911,56-57,11.76%,11.76%,保罗-阿里金,71, ,39.0,42.2%,8.6,20.4, , , ,82.9%,8.3,10.0,7.9, , ,2.1, , , ,3.9,25.6
912,56-57,08.24%,08.24%,乔治-亚德利,72, ,37.4,41.0%,7.3,17.7, , , ,78.7%,7.0,8.9,10.5, , ,2.0, , , ,3.2,21.5
913,56-57,05.88%,05.88%,多尔夫-谢伊斯,72, ,39.6,37.9%,6.9,18.2, , , ,90.4%,8.7,9.6,14.0, , ,3.2, , , ,3.0,22.5
914,56-57,05.88%,05.88%,莫里斯-斯托克斯,72, ,38.3,34.7%,6.0,17.3, , , ,66.5%,3.6,5.3,17.4, , ,4.6, , , ,4.0,15.6
915,56-57,02.35%,02.35%,比尔-拉塞尔,48, ,35.3,42.7%,5.8,13.5, , , ,49.2%,3.2,6.4,19.6, , ,1.8, , , ,3.0,14.7
916,56-57,01.18%,01.18%,雷-法利克斯,72, ,22.5,41.6%,4.1,9.8, , , ,74.7%,3.8,5.2,8.2, , ,0.5, , , ,3.9,12.0
917,56-57,01.18%,01.18%,哈里-盖拉汀,72, ,27.0,40.6%,4.6,11.3, , , ,80.0%,5.8,7.2,10.1, , ,1.2, , , ,2.8,15.0
918,56-57,01.18%,01.18%,迈尔-哈特金斯,72, ,36.8,38.7%,5.1,13.2, , , ,73.8%,2.1,2.9,7.9, , ,2.9, , , ,2.5,12.4
919,56-57,01.18%,01.18%,Kenny Sears,72, ,34.9,41.8%,4.8,11.4, , , ,79.0%,5.3,6.7,8.5, , ,1.4, , , ,3.1,14.8
