,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
497,86-87,00.00%,00.15%,罗波特-帕里什,80,80,37.4,55.6%,7.4,13.2,0.0%,0.0,0.0,73.5%,2.8,3.9,10.6,3.2,7.5,2.2,0.8,1.8,2.4,3.3,17.5
498,86-87,00.00%,00.10%,阿历克斯-英格利什,82,82,37.6,50.3%,11.8,23.4,26.7%,0.0,0.2,84.4%,5.0,5.9,4.2,1.8,2.4,5.1,0.9,0.3,2.6,2.6,28.6
499,86-87,00.00%,00.05%,马克-阿吉雷,80,80,33.3,49.5%,9.8,19.9,35.3%,0.7,1.9,77.0%,5.4,7.0,5.3,2.3,3.1,3.2,1.1,0.4,2.7,3.0,25.7
500,86-87,00.00%,00.05%,罗兰多-布莱克曼,80,80,34.5,49.5%,7.8,15.8,33.3%,0.1,0.2,88.4%,5.2,5.9,3.5,1.2,2.3,3.3,0.8,0.3,2.2,1.8,21.0
501,86-87,00.00%,00.05%,乔伊-巴里-卡罗尔,81,81,33.6,47.2%,8.5,18.0, ,0.0,0.0,78.7%,4.2,5.3,7.3,2.1,5.1,2.6,1.1,1.5,2.8,3.1,21.2
502,85-86,93.59%,37.72%,拉里-伯德,82,81,38.0,49.6%,9.7,19.6,42.3%,1.0,2.4,89.6%,5.4,6.0,9.8,2.3,7.5,6.8,2.0,0.6,3.2,2.2,25.8
503,85-86,06.41%,20.07%,多米尼克-威尔金斯,78,78,39.1,46.8%,11.4,24.3,18.6%,0.2,0.9,81.8%,7.4,9.0,7.9,3.3,4.6,2.6,1.8,0.6,3.2,2.2,30.3
504,85-86,00.00%,10.11%,埃尔文-约翰逊,72,70,35.8,52.6%,6.7,12.8,23.3%,0.1,0.6,87.1%,5.3,6.0,5.9,1.2,4.7,12.6,1.6,0.2,3.8,1.8,18.8
505,85-86,00.00%,09.52%,哈基姆-奥拉朱旺,68,68,36.3,52.6%,9.2,17.5, ,0.0,0.0,64.5%,5.1,7.9,11.5,4.9,6.6,2.0,2.0,3.4,2.9,4.0,23.5
506,85-86,00.00%,06.66%,卡里姆-贾巴尔,79,79,33.3,56.4%,9.6,16.9,0.0%,0.0,0.0,76.5%,4.3,5.6,6.1,1.7,4.4,3.5,0.8,1.6,2.6,3.1,23.4
507,85-86,00.00%,06.56%,查尔斯-巴克利,80,80,36.9,57.2%,7.4,13.0,22.7%,0.2,0.9,68.5%,5.0,7.2,12.8,4.4,8.4,3.9,2.2,1.6,4.4,4.2,20.0
508,85-86,00.00%,02.76%,西德尼-蒙克利夫,73,72,35.2,48.9%,6.4,13.2,32.0%,0.5,1.4,85.9%,6.8,7.9,4.6,1.6,3.0,4.9,1.4,0.2,2.4,2.4,20.2
509,85-86,00.00%,02.71%,阿历克斯-英格利什,81,81,37.3,50.4%,11.7,23.3,20.0%,0.0,0.1,86.2%,6.3,7.3,5.0,2.4,2.6,4.0,0.9,0.4,3.1,2.9,29.8
510,85-86,00.00%,01.38%,伊塞亚-托马斯,77,77,36.2,48.8%,7.9,16.2,31.0%,0.3,1.1,79.0%,4.7,6.0,3.6,1.1,2.5,10.8,2.2,0.3,3.8,3.2,20.9
511,85-86,00.00%,01.04%,摩西-马龙,74,74,36.6,45.8%,7.7,16.8,0.0%,0.0,0.0,78.7%,8.3,10.6,11.8,4.6,7.2,1.2,0.9,1.0,3.5,2.6,23.8
512,85-86,00.00%,00.44%,特里-卡明斯,82,82,32.5,47.4%,8.3,17.5,0.0%,0.0,0.0,65.6%,3.2,4.9,8.5,2.7,5.8,2.4,1.5,0.6,2.3,3.5,19.8
513,85-86,00.00%,00.35%,詹姆斯-沃西,75,73,32.7,57.9%,8.4,14.5,0.0%,0.0,0.2,77.1%,3.2,4.2,5.2,1.8,3.3,2.7,1.1,1.0,2.0,2.6,20.0
514,85-86,00.00%,00.15%,凯文-麦克海尔,68,62,35.3,57.4%,8.3,14.4, ,0.0,0.0,77.6%,4.8,6.2,8.1,2.5,5.6,2.7,0.4,2.0,2.2,2.8,21.3
515,85-86,00.00%,00.15%,保罗-普莱西,80,80,33.8,48.8%,5.1,10.5,18.2%,0.1,0.6,80.6%,4.0,4.9,5.0,1.6,3.4,7.8,2.1,0.9,3.0,3.1,14.3
516,85-86,00.00%,00.15%,埃尔文-罗波特森,82,82,35.1,51.4%,6.9,13.3,27.6%,0.1,0.4,79.5%,3.2,4.0,6.3,2.2,4.0,5.5,3.7,0.5,3.1,3.6,17.0
517,85-86,00.00%,00.10%,阿德里安-丹特利,76,75,36.1,56.3%,10.8,19.1,9.1%,0.0,0.1,79.1%,8.3,10.5,5.2,2.3,2.9,3.5,0.8,0.1,3.0,2.7,29.8
518,85-86,00.00%,00.10%,巴克-威廉姆斯,82,82,37.4,52.3%,6.1,11.7,0.0%,0.0,0.0,67.6%,3.7,5.4,12.0,4.0,8.0,1.6,0.9,1.2,3.0,3.6,15.9
519,85-86,00.00%,00.05%,丹尼斯-约翰逊,78,78,35.0,45.5%,6.2,13.6,14.3%,0.1,0.5,81.8%,3.1,3.8,3.4,0.9,2.6,5.8,1.4,0.4,2.2,2.6,15.6
520,84-85,93.59%,37.62%,拉里-伯德,80,77,39.5,52.2%,11.5,22.0,42.7%,0.7,1.6,88.2%,5.0,5.7,10.5,2.1,8.5,6.6,1.6,1.2,3.1,2.6,28.7
521,84-85,01.28%,13.02%,埃尔文-约翰逊,77,77,36.1,56.1%,6.5,11.7,18.9%,0.1,0.5,84.3%,5.1,6.0,6.2,1.2,5.0,12.6,1.5,0.3,4.0,2.0,18.3
522,84-85,00.00%,10.75%,摩西-马龙,79,79,37.4,46.9%,7.6,16.3,0.0%,0.0,0.0,81.5%,9.3,11.4,13.1,4.9,8.2,1.6,0.8,1.6,3.6,2.7,24.6
523,84-85,00.00%,10.16%,卡里姆-贾巴尔,79,79,33.3,59.9%,9.2,15.3,0.0%,0.0,0.0,73.2%,3.7,5.0,7.9,2.1,5.8,3.2,0.8,2.1,2.5,3.0,22.0
524,84-85,02.56%,06.80%,特里-卡明斯,79,78,34.5,49.5%,9.6,19.4,0.0%,0.0,0.0,74.1%,4.3,5.9,9.1,3.1,6.0,2.9,1.5,0.8,2.4,3.3,23.6
525,84-85,02.56%,06.61%,迈克尔-乔丹,82,82,38.3,51.5%,10.2,19.8,17.3%,0.1,0.6,84.5%,7.7,9.1,6.5,2.0,4.5,5.9,2.4,0.8,3.5,3.5,28.2
526,84-85,00.00%,03.45%,伯纳德-金,55,55,37.5,53.0%,12.6,23.7,10.0%,0.0,0.2,77.2%,7.7,10.0,5.8,2.1,3.7,3.7,1.3,0.3,3.7,3.5,32.9
527,84-85,00.00%,03.21%,西德尼-蒙克利夫,73,72,37.5,48.3%,7.7,15.9,27.3%,0.1,0.5,82.8%,6.2,7.5,5.4,2.0,3.3,5.2,1.6,0.5,2.5,2.7,21.7
528,84-85,00.00%,03.11%,伊塞亚-托马斯,81,81,38.1,45.8%,8.0,17.4,25.7%,0.4,1.4,80.9%,4.9,6.1,4.5,1.4,3.0,13.9,2.3,0.3,3.7,3.6,21.2
529,84-85,00.00%,01.28%,拉尔夫-桑普森,82,82,37.6,50.2%,9.2,18.3,0.0%,0.0,0.1,67.6%,3.7,5.5,10.4,2.8,7.6,2.7,1.0,2.0,4.0,3.7,22.1
530,84-85,00.00%,01.08%,凯尔文-奈特,78,76,34.1,54.6%,8.8,16.1,0.0%,0.0,0.0,79.3%,5.7,7.2,7.8,2.7,5.1,3.1,1.0,0.4,2.4,2.3,23.3
531,84-85,00.00%,00.59%,哈基姆-奥拉朱旺,82,82,35.5,53.8%,8.3,15.3, ,0.0,0.0,61.3%,4.1,6.7,11.9,5.4,6.5,1.4,1.2,2.7,2.9,4.2,20.6
532,84-85,00.00%,00.59%,阿历克斯-英格利什,81,81,36.1,51.8%,11.6,22.4,20.0%,0.0,0.1,82.9%,4.7,5.7,5.7,2.5,3.1,4.2,1.2,0.6,3.1,3.2,27.9
533,84-85,00.00%,00.54%,米切尔-雷-理查德森,82,82,38.1,46.9%,8.4,17.9,25.2%,0.4,1.4,76.7%,2.9,3.8,5.6,1.9,3.7,8.2,3.0,0.3,3.0,3.4,20.1
534,84-85,00.00%,00.25%,安德鲁-托尼,70,65,32.0,49.2%,6.4,13.1,37.1%,0.6,1.5,86.2%,4.4,5.1,2.5,0.5,2.0,5.2,0.9,0.3,3.2,3.0,17.8
535,84-85,00.00%,00.20%,马克-伊顿,82,82,34.3,44.9%,3.7,8.2, ,0.0,0.0,71.2%,2.3,3.3,11.3,2.5,8.8,1.5,0.4,5.6,2.5,3.8,9.7
536,84-85,00.00%,00.15%,多米尼克-威尔金斯,81,81,37.3,45.1%,10.5,23.3,30.9%,0.3,1.0,80.6%,6.0,7.4,6.9,2.8,4.1,2.5,1.7,0.7,2.8,2.1,27.4
537,84-85,00.00%,00.15%,杰克-希科马,68,68,35.3,48.9%,6.8,13.9,20.0%,0.0,0.1,85.2%,4.9,5.8,10.6,2.4,8.2,4.2,1.2,1.3,2.4,3.5,18.5
538,84-85,00.00%,00.15%,保罗-普莱西,80,80,36.0,51.7%,6.0,11.6,35.0%,0.1,0.3,75.8%,4.0,5.2,5.4,1.9,3.5,6.8,1.6,0.7,3.1,3.2,16.1
539,84-85,00.00%,00.10%,沃尔德-B-弗里,71,50,31.7,45.9%,8.6,18.7,36.8%,1.0,2.7,74.9%,4.3,5.8,3.0,0.9,2.1,4.5,1.1,0.2,2.0,2.3,22.5
540,84-85,00.00%,00.10%,普维斯-绍特,78,77,39.5,46.0%,10.5,22.8,31.3%,0.6,1.9,81.7%,6.4,7.9,5.1,2.0,3.1,3.0,1.5,0.3,3.1,3.3,28.0
541,84-85,00.00%,00.05%,克莱德-德雷克斯勒,80,43,31.9,49.4%,7.2,14.5,21.6%,0.1,0.5,75.9%,2.8,3.7,6.0,2.7,3.2,5.5,2.2,0.9,2.8,3.3,17.2
542,84-85,00.00%,00.05%,朱利叶斯-欧文,78,78,32.5,49.4%,7.8,15.8,21.4%,0.0,0.2,76.5%,4.3,5.7,5.3,2.2,3.1,3.0,1.7,1.4,2.7,2.6,20.0
543,83-84,68.42%,33.03%,拉里-伯德,79,77,38.3,49.2%,9.6,19.5,24.7%,0.2,0.9,88.8%,4.7,5.3,10.1,2.3,7.8,6.6,1.8,0.9,3.0,2.5,24.2
544,83-84,14.47%,18.90%,伯纳德-金,77,76,34.6,57.2%,10.3,18.1,0.0%,0.0,0.1,77.9%,5.7,7.3,5.1,1.6,3.5,2.1,1.0,0.2,2.6,3.5,26.3
545,83-84,06.58%,15.45%,埃尔文-约翰逊,67,66,38.3,56.5%,6.6,11.6,20.7%,0.1,0.4,81.0%,4.3,5.3,7.3,1.5,5.9,13.1,2.2,0.7,4.6,2.5,17.6
546,83-84,03.95%,07.75%,卡里姆-贾巴尔,80,80,32.8,57.8%,9.0,15.5,0.0%,0.0,0.0,72.3%,3.6,4.9,7.3,2.1,5.2,2.6,0.7,1.8,2.8,2.6,21.5
547,83-84,01.32%,05.83%,伊塞亚-托马斯,82,82,36.7,46.2%,8.2,17.7,33.8%,0.3,0.8,73.3%,4.7,6.5,4.0,1.3,2.7,11.1,2.5,0.4,3.7,4.0,21.3
548,83-84,01.32%,04.96%,朱利叶斯-欧文,77,77,34.8,51.2%,8.8,17.2,33.3%,0.1,0.3,75.4%,4.7,6.3,6.9,2.5,4.4,4.0,1.8,1.8,3.0,2.8,22.4
549,83-84,01.32%,04.46%,阿德里安-丹特利,79,79,37.8,55.8%,10.2,18.2,25.0%,0.0,0.1,85.9%,10.3,12.0,5.7,2.3,3.4,3.9,0.8,0.1,3.3,2.5,30.6
550,83-84,01.32%,03.55%,西德尼-蒙克利夫,79,79,38.9,49.8%,7.1,14.2,27.8%,0.1,0.2,84.8%,6.7,7.9,6.7,2.7,4.0,4.5,1.4,0.3,2.7,2.6,20.9
551,83-84,01.32%,01.93%,杰夫-卢兰德,75,75,41.1,57.9%,8.0,13.8,14.3%,0.0,0.1,73.3%,6.2,8.5,12.3,3.5,8.8,3.9,0.9,1.0,4.6,3.8,22.2
552,83-84,00.00%,01.77%,摩西-马龙,71,71,36.8,48.3%,7.5,15.5,0.0%,0.0,0.1,75.0%,7.7,10.2,13.4,5.0,8.4,1.4,1.0,1.5,3.5,2.6,22.7
553,83-84,00.00%,01.42%,马克-阿吉雷,79,79,36.7,52.4%,11.7,22.3,26.8%,0.2,0.7,74.9%,5.9,7.9,5.9,2.0,3.9,4.5,1.0,0.3,3.6,3.1,29.5
554,83-84,00.00%,00.46%,比尔-兰比尔,82,82,34.9,53.0%,6.7,12.7,0.0%,0.0,0.1,86.6%,3.9,4.5,12.2,4.0,8.2,1.8,0.6,1.0,1.8,3.3,17.3
555,83-84,00.00%,00.41%,里基-格林,81,81,34.2,48.6%,5.4,11.2,11.8%,0.0,0.2,82.1%,2.4,2.9,2.8,0.7,2.1,9.2,2.7,0.2,2.1,1.9,13.2
556,83-84,00.00%,00.05%,沃尔德-B-弗里,75,71,31.7,44.5%,8.3,18.8,31.9%,0.3,0.9,78.4%,5.3,6.7,2.9,1.2,1.7,3.0,1.3,0.1,2.1,2.9,22.3
557,83-84,00.00%,00.05%,马奎斯-约翰逊,74,74,36.7,50.2%,8.7,17.4,15.4%,0.0,0.2,70.9%,3.3,4.6,6.5,2.3,4.1,4.3,1.6,0.6,2.4,2.6,20.7
558,82-83,92.00%,36.83%,摩西-马龙,78,78,37.5,50.1%,8.4,16.7,0.0%,0.0,0.0,76.1%,7.7,10.1,15.3,5.7,9.6,1.3,1.1,2.0,3.4,2.6,24.5
559,82-83,01.33%,18.62%,拉里-伯德,79,79,37.7,50.4%,9.5,18.7,28.6%,0.3,1.0,84.0%,4.4,5.3,11.0,2.4,8.6,5.8,1.9,0.9,3.0,2.5,23.6
560,82-83,02.67%,15.58%,埃尔文-约翰逊,79,79,36.8,54.8%,6.5,11.8,0.0%,0.0,0.3,80.0%,3.8,4.8,8.6,2.7,5.9,10.5,2.2,0.6,3.8,2.5,16.8
561,82-83,00.00%,11.56%,西德尼-蒙克利夫,76,76,35.7,52.4%,8.0,15.2,10.0%,0.0,0.1,82.6%,6.6,7.9,5.8,2.5,3.2,3.9,1.5,0.3,2.6,2.4,22.5
562,82-83,04.00%,05.73%,朱利叶斯-欧文,72,72,33.6,51.7%,8.4,16.3,28.6%,0.0,0.1,75.9%,4.6,6.0,6.8,2.4,4.4,3.7,1.6,1.8,2.7,2.8,21.4
563,82-83,00.00%,02.15%,阿历克斯-英格利什,82,82,36.4,51.6%,11.7,22.6,16.7%,0.0,0.1,82.9%,5.0,6.0,7.3,3.2,4.1,4.8,1.4,1.5,3.2,2.9,28.4
564,82-83,00.00%,02.05%,巴克-威廉姆斯,82,82,36.1,58.8%,6.5,11.1,0.0%,0.0,0.0,62.0%,4.0,6.4,12.5,4.5,8.1,1.5,1.1,1.3,3.0,3.3,17.0
565,82-83,00.00%,01.69%,阿尔提斯-吉尔莫尔,82,82,34.1,62.6%,6.8,10.8,0.0%,0.0,0.1,74.0%,4.5,6.0,12.0,3.6,8.4,1.5,0.5,2.3,3.1,3.3,18.0
566,82-83,00.00%,01.53%,乔治-格文,78,78,36.3,48.7%,9.7,19.9,36.4%,0.2,0.4,85.3%,6.6,7.8,4.6,1.4,3.2,3.4,1.1,0.9,3.2,3.1,26.2
567,82-83,00.00%,00.77%,卡里姆-贾巴尔,79,79,32.3,58.8%,9.1,15.5,0.0%,0.0,0.0,74.9%,3.5,4.7,7.5,2.1,5.4,2.5,0.8,2.2,2.5,2.8,21.8
568,82-83,00.00%,00.66%,杰克-希科马,75,71,34.2,46.4%,6.5,13.9,0.0%,0.0,0.1,83.7%,5.3,6.4,11.4,2.8,8.6,3.1,1.2,0.9,2.5,3.5,18.2
569,82-83,00.00%,00.61%,杰夫-卢兰德,79,47,36.2,55.2%,7.3,13.3,33.3%,0.0,0.0,68.9%,4.7,6.9,11.0,3.7,7.3,3.0,0.9,1.0,3.8,3.9,19.4
570,82-83,00.00%,00.51%,特里-卡明斯,70,69,36.2,52.3%,9.8,18.7,0.0%,0.0,0.0,70.9%,4.2,5.9,10.6,4.3,6.3,2.5,1.8,0.9,2.9,4.2,23.7
571,82-83,00.00%,00.46%,莫里斯-卢卡斯,77,71,33.6,47.4%,6.4,13.6,33.3%,0.0,0.0,78.1%,3.6,4.6,10.4,2.6,7.8,2.8,0.7,0.6,2.9,3.6,16.5
572,82-83,00.00%,00.26%,阿尔顿-李斯特,80,37,23.6,52.9%,3.4,6.4, ,0.0,0.0,53.7%,1.6,3.0,7.1,2.1,5.0,1.4,0.6,2.2,2.3,4.1,8.4
573,82-83,00.00%,00.20%,伯纳德-金,68,68,32.5,52.8%,8.9,16.8,0.0%,0.0,0.1,72.2%,4.1,5.7,4.8,1.5,3.3,2.9,1.3,0.2,2.9,3.4,21.9
574,82-83,00.00%,00.20%,伊塞亚-托马斯,81,81,38.2,47.2%,9.0,19.0,28.8%,0.4,1.5,71.0%,4.5,6.4,4.0,1.3,2.8,7.8,2.5,0.4,4.0,3.9,22.9
575,82-83,00.00%,00.15%,盖斯-威廉姆斯,80,80,34.5,47.7%,8.3,17.3,4.7%,0.0,0.5,75.1%,3.5,4.6,2.6,0.9,1.7,8.0,2.3,0.3,2.9,1.5,20.0
576,82-83,00.00%,00.15%,拉里-德鲁,75,74,35.9,49.2%,8.0,16.2,12.5%,0.0,0.2,82.0%,4.1,5.0,2.8,0.6,2.2,8.1,1.7,0.1,3.6,2.8,20.1
577,82-83,00.00%,00.10%,丹-劳恩德菲尔德,77,76,36.5,47.0%,7.3,15.5,18.5%,0.1,0.4,74.9%,4.4,5.8,11.4,3.4,8.1,2.9,0.8,1.5,3.2,3.1,19.0
578,82-83,00.00%,00.08%,马奎斯-约翰逊,80,80,35.7,50.9%,9.0,17.8,20.0%,0.1,0.3,73.5%,3.3,4.5,7.0,2.5,4.6,4.5,1.3,0.7,2.5,2.6,21.4
579,82-83,00.00%,00.05%,诺姆-尼克森,79,79,34.3,47.5%,6.7,14.2,0.0%,0.0,0.2,74.4%,1.6,2.1,2.6,0.8,1.8,7.2,1.3,0.1,3.0,2.2,15.1
580,82-83,00.00%,00.05%,奇奇-范德维奇,82,79,35.5,54.7%,10.3,18.7,29.4%,0.2,0.6,87.5%,6.0,6.8,5.3,1.5,3.8,2.5,0.8,0.5,2.2,2.4,26.7
581,81-82,57.97%,27.64%,摩西-马龙,81,81,42.0,51.9%,11.7,22.5,0.0%,0.0,0.1,76.2%,7.8,10.2,14.7,6.9,7.8,1.8,0.9,1.5,3.6,2.6,31.1
582,81-82,28.99%,24.86%,拉里-伯德,77,58,38.0,50.3%,9.2,18.4,21.2%,0.1,0.7,86.3%,4.3,4.9,10.9,2.6,8.3,5.8,1.9,0.9,3.3,3.2,22.9
583,81-82,01.45%,11.07%,朱利叶斯-欧文,81,81,34.4,54.6%,9.6,17.6,27.3%,0.0,0.1,76.3%,5.1,6.7,6.9,2.7,4.2,3.9,2.0,1.7,2.6,2.8,24.4
584,81-82,05.80%,07.14%,罗波特-帕里什,80,78,31.7,54.2%,8.4,15.4, ,0.0,0.0,71.0%,3.2,4.4,10.8,3.6,7.2,1.8,0.9,2.4,2.8,3.3,19.9
585,81-82,02.90%,06.27%,盖斯-威廉姆斯,80,80,36.0,48.6%,9.7,19.9,22.5%,0.1,0.5,73.4%,4.0,5.5,3.1,1.2,1.9,6.9,2.2,0.5,2.5,2.0,23.4
586,81-82,01.45%,06.00%,乔治-格文,79,79,35.7,50.0%,12.6,25.2,27.8%,0.1,0.5,86.4%,7.0,8.1,5.0,1.7,3.2,2.4,1.0,0.6,2.7,2.7,32.3
587,81-82,01.45%,05.51%,西德尼-蒙克利夫,80,80,37.3,52.3%,7.0,13.3,7.1%,0.0,0.2,81.7%,5.9,7.2,6.7,2.8,3.9,4.8,1.7,0.3,2.6,2.6,19.8
588,81-82,00.00%,03.65%,埃尔文-约翰逊,78,77,38.3,53.7%,7.1,13.3,20.7%,0.1,0.4,76.0%,4.2,5.6,9.6,3.2,6.4,9.5,2.7,0.4,3.7,2.9,18.6
589,81-82,00.00%,01.80%,杰克-希科马,82,82,37.2,47.9%,7.1,14.8,15.4%,0.0,0.2,85.5%,5.5,6.4,12.7,2.7,9.9,3.4,1.2,1.3,2.6,3.3,19.6
590,81-82,00.00%,01.69%,卡里姆-贾巴尔,76,76,35.2,57.9%,9.9,17.1,0.0%,0.0,0.0,70.6%,4.1,5.8,8.7,2.3,6.4,3.0,0.8,2.7,3.0,2.9,23.9
591,81-82,00.00%,00.76%,丹-劳恩德菲尔德,61,58,36.3,46.6%,7.0,14.9,20.0%,0.0,0.1,76.0%,4.7,6.1,11.8,3.7,8.1,2.7,1.0,1.5,3.0,3.4,18.6
592,81-82,00.00%,00.76%,凯利-特里普卡,82,82,37.5,49.6%,7.8,15.6,22.7%,0.1,0.3,79.7%,6.0,7.6,5.4,2.7,2.7,3.3,1.1,0.2,3.4,2.9,21.6
593,81-82,00.00%,00.65%,阿历克斯-英格利什,82,82,36.8,55.1%,10.4,18.9,0.0%,0.0,0.1,84.0%,4.5,5.4,6.8,2.6,4.2,5.3,1.1,1.5,3.2,3.2,25.4
594,81-82,00.00%,00.55%,伯纳德-金,79,77,36.2,56.6%,9.4,16.5,20.0%,0.0,0.1,70.5%,4.5,6.3,5.9,1.8,4.2,3.6,1.0,0.3,3.4,3.6,23.2
595,81-82,00.00%,00.38%,阿德里安-丹特利,81,81,39.8,57.0%,11.2,19.6,33.3%,0.0,0.0,79.2%,8.0,10.1,6.3,2.9,3.5,4.0,1.2,0.2,3.7,3.1,30.3
596,81-82,00.00%,00.33%,雷-威廉姆斯,82,69,33.3,46.2%,7.8,16.9,16.7%,0.1,0.7,83.2%,4.7,5.7,4.0,1.4,2.5,6.0,2.4,0.5,3.5,3.7,20.4
597,81-82,00.00%,00.16%,伊塞亚-托马斯,72,72,33.8,42.4%,6.3,14.8,28.8%,0.2,0.8,70.4%,4.2,6.0,2.9,0.8,2.1,7.8,2.1,0.2,4.2,3.5,17.0
598,81-82,00.00%,00.16%,马奎斯-约翰逊,60,52,31.7,53.2%,6.7,12.7,0.0%,0.0,0.1,70.0%,3.0,4.3,6.1,2.6,3.5,3.6,1.0,0.6,2.4,2.4,16.5
599,81-82,00.00%,00.16%,丹-伊塞尔,81,81,30.5,52.7%,8.0,15.3,66.7%,0.0,0.1,83.4%,6.7,8.1,7.5,2.1,5.4,2.2,0.8,0.7,2.1,3.0,22.9
600,81-82,00.00%,00.16%,迈克尔-库珀,76,14,28.9,51.7%,5.0,9.8,11.8%,0.0,0.2,81.3%,1.8,2.3,3.5,1.1,2.4,3.0,1.6,0.8,2.0,2.8,11.9
601,81-82,00.00%,00.05%,丹尼斯-约翰逊,80,77,36.7,47.0%,7.2,15.4,19.0%,0.1,0.5,80.6%,5.0,6.2,5.1,1.8,3.4,4.6,1.3,0.7,2.9,3.2,19.5
602,81-82,00.00%,00.05%,迈克尔-汤普森,79,78,39.6,52.3%,8.6,16.5, ,0.0,0.0,62.8%,3.5,5.6,11.7,3.3,8.4,4.0,0.9,1.4,3.1,2.9,20.8
603,81-82,00.00%,00.05%,简-文森特,81,62,32.4,49.7%,8.9,17.9,25.0%,0.0,0.0,71.6%,3.6,5.0,7.0,2.2,4.7,2.2,1.1,0.3,2.4,3.8,21.4
604,81-82,00.00%,00.05%,贾马尔-威尔克斯,82,82,35.4,52.5%,9.1,17.3,0.0%,0.0,0.0,73.2%,3.0,4.1,4.8,1.9,2.9,1.7,1.1,0.3,2.0,2.9,21.1
605,81-82,00.00%,00.05%,巴克-威廉姆斯,82,82,34.5,58.2%,6.3,10.7,0.0%,0.0,0.0,62.4%,3.0,4.7,12.3,4.2,8.0,1.3,1.0,1.0,2.9,3.5,15.5
606,80-81,40.58%,25.31%,朱利叶斯-欧文,82, ,35.0,52.1%,9.7,18.6,22.2%,0.0,0.2,78.7%,5.1,6.5,8.0,3.0,5.0,4.4,2.1,1.8,3.2,2.8,24.6
607,80-81,28.99%,23.58%,拉里-伯德,82,82,39.5,47.8%,8.8,18.3,27.0%,0.2,0.9,86.3%,3.5,4.0,10.9,2.3,8.6,5.5,2.0,0.8,3.5,2.9,21.2
608,80-81,11.59%,15.94%,卡里姆-贾巴尔,80, ,37.2,57.4%,10.5,18.2,0.0%,0.0,0.0,76.6%,5.3,6.9,10.3,2.5,7.8,3.4,0.7,2.9,3.1,3.1,26.2
609,80-81,11.59%,10.03%,摩西-马龙,80, ,40.6,52.2%,10.1,19.3,33.3%,0.0,0.0,75.7%,7.6,10.1,14.8,5.9,8.8,1.8,1.0,1.9,3.9,2.8,27.8
610,80-81,01.45%,04.63%,乔治-格文,82, ,33.7,49.2%,10.4,21.1,25.7%,0.1,0.4,82.6%,6.2,7.6,5.1,1.5,3.6,3.2,1.1,0.7,3.1,2.6,27.1
611,80-81,01.45%,04.07%,马奎斯-约翰逊,76, ,33.4,55.2%,8.4,15.2,0.0%,0.0,0.1,70.6%,3.5,5.0,6.8,3.0,3.9,4.6,1.5,0.5,2.5,2.6,20.3
612,80-81,00.00%,02.95%,罗波特-帕里什,82,78,28.0,54.5%,7.7,14.2,0.0%,0.0,0.0,71.0%,3.4,4.8,9.5,3.0,6.5,1.8,1.0,2.6,2.3,3.8,18.9
613,80-81,00.00%,02.79%,丹尼斯-约翰逊,79, ,33.1,43.6%,6.7,15.4,21.6%,0.1,0.6,82.0%,5.2,6.3,4.6,2.0,2.6,3.7,1.7,0.8,2.6,3.1,18.8
614,80-81,00.00%,01.78%,奈特-阿奇博尔德,80,72,35.3,49.9%,4.8,9.6,0.0%,0.0,0.1,81.6%,4.3,5.2,2.2,0.5,1.8,7.7,0.9,0.2,3.3,2.5,13.8
615,80-81,00.00%,01.06%,贾马尔-威尔克斯,81, ,37.4,52.6%,9.7,18.5,7.7%,0.0,0.2,75.8%,3.1,4.1,5.4,1.8,3.6,2.9,1.5,0.4,2.6,2.8,22.6
616,80-81,00.00%,01.00%,埃尔文-约翰逊,37, ,37.1,53.2%,8.4,15.9,17.6%,0.1,0.5,76.0%,4.6,6.1,8.6,2.7,5.9,8.6,3.4,0.7,3.9,2.7,21.6
617,80-81,01.45%,00.84%,阿德里安-丹特利,80, ,42.7,55.9%,11.4,20.3,28.6%,0.0,0.1,80.6%,7.9,9.8,6.4,2.4,4.0,4.0,1.4,0.2,3.5,3.1,30.7
618,80-81,01.45%,00.84%,菲尔-福特,66, ,34.7,47.8%,6.4,13.4,30.6%,0.2,0.5,83.1%,4.5,5.4,1.9,0.4,1.5,8.8,1.5,0.1,3.7,2.9,17.5
619,80-81,00.00%,00.67%,伯纳德-金,81, ,36.0,58.8%,9.0,15.4,33.3%,0.0,0.1,70.3%,3.8,5.4,6.8,2.2,4.6,3.5,0.9,0.4,3.3,3.8,21.9
620,80-81,00.00%,00.61%,杰克-希科马,82, ,35.6,45.4%,7.3,16.0,0.0%,0.0,0.1,82.3%,4.1,5.0,10.4,2.2,8.1,3.0,1.0,1.1,2.5,3.4,18.7
621,80-81,01.45%,00.61%,凯文-兰西,80, ,30.4,45.2%,6.6,14.5,9.7%,0.0,0.4,74.9%,2.1,2.7,2.4,0.5,1.9,6.9,1.1,0.1,2.9,2.5,15.2
622,80-81,00.00%,00.39%,奥蒂斯-比尔德松,71, ,36.5,54.4%,10.0,18.4,28.6%,0.1,0.5,69.7%,4.5,6.4,3.6,1.7,2.0,3.3,1.3,0.3,2.4,2.4,24.6
623,80-81,00.00%,00.39%,米切尔-雷-理查德森,79, ,40.2,46.9%,6.6,14.1,22.5%,0.3,1.3,66.3%,2.8,4.3,6.9,2.2,4.7,7.9,2.9,0.4,3.8,3.3,16.4
